compound,technique,wavenumber,intensity
CCl4,IR,2564.97513,0.113804648
CCl4,IR,2562.91821,0.113783686
CCl4,IR,2560.8613,0.113720825
CCl4,IR,2558.80438,0.11363183
CCl4,IR,2556.74746,0.113621364
CCl4,IR,2554.69055,0.113718206
CCl4,IR,2552.63363,0.113870178
CCl4,IR,2550.57671,0.113969856
CCl4,IR,2548.5198,0.113988227
CCl4,IR,2546.46288,0.114011852
CCl4,IR,2544.40596,0.114074875
CCl4,IR,2542.34905,0.114148445
CCl4,IR,2540.29213,0.114208914
CCl4,IR,2538.23521,0.114243105
CCl4,IR,2536.1783,0.114250997
CCl4,IR,2534.12138,0.114250997
CCl4,IR,2532.06446,0.114264152
CCl4,IR,2530.00754,0.114248367
CCl4,IR,2527.95063,0.114153702
CCl4,IR,2525.89371,0.113990852
CCl4,IR,2523.83679,0.113917383
CCl4,IR,2521.77988,0.113977729
CCl4,IR,2519.72296,0.114001352
CCl4,IR,2517.66604,0.113943617
CCl4,IR,2515.60913,0.113909514
CCl4,IR,2513.55221,0.113933122
CCl4,IR,2511.49529,0.113912137
CCl4,IR,2509.43838,0.113838719
CCl4,IR,2507.38146,0.113843962
CCl4,IR,2505.32454,0.113938369
CCl4,IR,2503.26763,0.113998727
CCl4,IR,2501.21071,0.113998727
CCl4,IR,2499.15379,0.114022353
CCl4,IR,2497.09688,0.114072248
CCl4,IR,2495.03996,0.11403023
CCl4,IR,2492.98304,0.113909514
CCl4,IR,2490.92613,0.113880666
CCl4,IR,2488.86921,0.113909514
CCl4,IR,2486.81229,0.11384134
CCl4,IR,2484.75538,0.113767968
CCl4,IR,2482.69846,0.113749632
CCl4,IR,2480.64154,0.113741775
CCl4,IR,2478.58463,0.113796787
CCl4,IR,2476.52771,0.113862313
CCl4,IR,2474.47079,0.113864934
CCl4,IR,2472.41388,0.113896401
CCl4,IR,2470.35696,0.113993477
CCl4,IR,2468.30004,0.114056489
CCl4,IR,2466.24313,0.113998727
CCl4,IR,2464.18621,0.113954112
CCl4,IR,2462.12929,0.114059116
CCl4,IR,2460.07238,0.114195765
CCl4,IR,2458.01546,0.11415633
CCl4,IR,2455.95854,0.113996102
CCl4,IR,2453.90163,0.113927876
CCl4,IR,2451.84471,0.113912137
CCl4,IR,2449.78779,0.113859691
CCl4,IR,2447.73088,0.113804648
CCl4,IR,2445.67396,0.113794167
CCl4,IR,2443.61704,0.113912137
CCl4,IR,2441.56013,0.114066995
CCl4,IR,2439.50321,0.114051237
CCl4,IR,2437.44629,0.113969856
CCl4,IR,2435.38938,0.114009227
CCl4,IR,2433.33246,0.113967232
CCl4,IR,2431.27554,0.113778447
CCl4,IR,2429.21863,0.113718206
CCl4,IR,2427.16171,0.113794167
CCl4,IR,2425.10479,0.113838719
CCl4,IR,2423.04788,0.113864934
CCl4,IR,2420.99096,0.113888533
CCl4,IR,2418.93404,0.113883289
CCl4,IR,2416.87713,0.113948864
CCl4,IR,2414.82021,0.11409589
CCl4,IR,2412.76329,0.114153702
CCl4,IR,2410.70638,0.114164216
CCl4,IR,2408.64946,0.114229953
CCl4,IR,2406.59254,0.114248367
CCl4,IR,2404.53563,0.114169474
CCl4,IR,2402.47871,0.114040733
CCl4,IR,2400.42179,0.113904269
CCl4,IR,2398.36488,0.113796787
CCl4,IR,2396.30796,0.11375487
CCl4,IR,2394.25104,0.113836098
CCl4,IR,2392.19413,0.113990852
CCl4,IR,2390.13721,0.114024979
CCl4,IR,2388.08029,0.113906891
CCl4,IR,2386.02338,0.113804648
CCl4,IR,2383.96646,0.113799407
CCl4,IR,2381.90954,0.113893778
CCl4,IR,2379.85263,0.114017102
CCl4,IR,2377.79571,0.114101144
CCl4,IR,2375.73879,0.114206284
CCl4,IR,2373.68188,0.114261521
CCl4,IR,2371.62496,0.114122164
CCl4,IR,2369.56804,0.113975105
CCl4,IR,2367.51113,0.113988227
CCl4,IR,2365.45421,0.114132676
CCl4,IR,2363.39729,0.114185248
CCl4,IR,2361.34038,0.113943617
CCl4,IR,2359.28346,0.113692025
CCl4,IR,2357.22654,0.113794167
CCl4,IR,2355.16963,0.114072248
CCl4,IR,2353.11271,0.114203654
CCl4,IR,2351.05579,0.114203654
CCl4,IR,2348.99888,0.114211543
CCl4,IR,2346.94196,0.114235214
CCl4,IR,2344.88504,0.114148445
CCl4,IR,2342.82812,0.113998727
CCl4,IR,2340.77121,0.113977729
CCl4,IR,2338.71429,0.114035481
CCl4,IR,2336.65737,0.114161588
CCl4,IR,2334.60046,0.114322049
CCl4,IR,2332.54354,0.114393145
CCl4,IR,2330.48662,0.114459014
CCl4,IR,2328.42971,0.114553932
CCl4,IR,2326.37279,0.114572397
CCl4,IR,2324.31587,0.114469556
CCl4,IR,2322.25896,0.114245736
CCl4,IR,2320.20204,0.113988227
CCl4,IR,2318.14512,0.113857069
CCl4,IR,2316.08821,0.1138728
CCl4,IR,2314.03129,0.113870178
CCl4,IR,2311.97437,0.113791547
CCl4,IR,2309.91746,0.113686789
CCl4,IR,2307.86054,0.113584743
CCl4,IR,2305.80362,0.11363183
CCl4,IR,2303.74671,0.113833477
CCl4,IR,2301.68979,0.113969856
CCl4,IR,2299.63287,0.11403023
CCl4,IR,2297.57596,0.114085382
CCl4,IR,2295.51904,0.114137932
CCl4,IR,2293.46212,0.114093263
CCl4,IR,2291.40521,0.113888533
CCl4,IR,2289.34829,0.113736537
CCl4,IR,2287.29137,0.113828235
CCl4,IR,2285.23446,0.114006602
CCl4,IR,2283.17754,0.114006602
CCl4,IR,2281.12062,0.113864934
CCl4,IR,2279.06371,0.113854447
CCl4,IR,2277.00679,0.113961984
CCl4,IR,2274.94987,0.114032856
CCl4,IR,2272.89296,0.114001352
CCl4,IR,2270.83604,0.113883289
CCl4,IR,2268.77912,0.113862313
CCl4,IR,2266.72221,0.113975105
CCl4,IR,2264.66529,0.114161588
CCl4,IR,2262.60837,0.114316784
CCl4,IR,2260.55146,0.114361541
CCl4,IR,2258.49454,0.114387877
CCl4,IR,2256.43762,0.114287833
CCl4,IR,2254.38071,0.113975105
CCl4,IR,2252.32379,0.113786306
CCl4,IR,2250.26687,0.113920006
CCl4,IR,2248.20996,0.114093263
CCl4,IR,2246.15304,0.114066995
CCl4,IR,2244.09612,0.113922629
CCl4,IR,2242.03921,0.113804648
CCl4,IR,2239.98229,0.113830856
CCl4,IR,2237.92537,0.113885911
CCl4,IR,2235.86846,0.11384134
CCl4,IR,2233.81154,0.113909514
CCl4,IR,2231.75462,0.114164216
CCl4,IR,2229.69771,0.11431152
CCl4,IR,2227.64079,0.114208914
CCl4,IR,2225.58387,0.11394624
CCl4,IR,2223.52696,0.113712969
CCl4,IR,2221.47004,0.113702496
CCl4,IR,2219.41312,0.113833477
CCl4,IR,2217.35621,0.113977729
CCl4,IR,2215.29929,0.114040733
CCl4,IR,2213.24237,0.113975105
CCl4,IR,2211.18546,0.113878044
CCl4,IR,2209.12854,0.113817751
CCl4,IR,2207.07162,0.11384134
CCl4,IR,2205.01471,0.113888533
CCl4,IR,2202.95779,0.113817751
CCl4,IR,2200.90087,0.113783686
CCl4,IR,2198.84396,0.11391476
CCl4,IR,2196.78704,0.113975105
CCl4,IR,2194.73012,0.114040733
CCl4,IR,2192.67321,0.11412742
CCl4,IR,2190.61629,0.114048611
CCl4,IR,2188.55937,0.113996102
CCl4,IR,2186.50246,0.113896401
CCl4,IR,2184.44554,0.113542905
CCl4,IR,2182.38862,0.113370484
CCl4,IR,2180.33171,0.11363183
CCl4,IR,2178.27479,0.113956736
CCl4,IR,2176.21787,0.11403023
CCl4,IR,2174.16096,0.113804648
CCl4,IR,2172.10404,0.113422705
CCl4,IR,2170.04712,0.113182687
CCl4,IR,2167.99021,0.113373094
CCl4,IR,2165.93329,0.113796787
CCl4,IR,2163.87637,0.113862313
CCl4,IR,2161.81946,0.113603052
CCl4,IR,2159.76254,0.113508922
CCl4,IR,2157.70562,0.113600436
CCl4,IR,2155.6487,0.113639679
CCl4,IR,2153.59179,0.113629213
CCl4,IR,2151.53487,0.113781066
CCl4,IR,2149.47795,0.114090636
CCl4,IR,2147.42104,0.114088009
CCl4,IR,2145.36412,0.113692025
CCl4,IR,2143.3072,0.113477563
CCl4,IR,2141.25029,0.113626597
CCl4,IR,2139.19337,0.113930499
CCl4,IR,2137.13645,0.114061742
CCl4,IR,2135.07954,0.113684171
CCl4,IR,2133.02262,0.113208751
CCl4,IR,2130.9657,0.113169657
CCl4,IR,2128.90879,0.113438376
CCl4,IR,2126.85187,0.113788926
CCl4,IR,2124.79495,0.114019728
CCl4,IR,2122.73804,0.114090636
CCl4,IR,2120.68112,0.114219433
CCl4,IR,2118.6242,0.114285202
CCl4,IR,2116.56729,0.114082755
CCl4,IR,2114.51037,0.113762729
CCl4,IR,2112.45345,0.11354029
CCl4,IR,2110.39654,0.113435764
CCl4,IR,2108.33962,0.113464499
CCl4,IR,2106.2827,0.113676318
CCl4,IR,2104.22579,0.113778447
CCl4,IR,2102.16887,0.113726062
CCl4,IR,2100.11195,0.113909514
CCl4,IR,2098.05504,0.11417999
CCl4,IR,2095.99812,0.114264152
CCl4,IR,2093.9412,0.114401047
CCl4,IR,2091.88429,0.114593504
CCl4,IR,2089.82737,0.114493281
CCl4,IR,2087.77045,0.114208914
CCl4,IR,2085.71354,0.114064368
CCl4,IR,2083.65662,0.113985603
CCl4,IR,2081.5997,0.113917383
CCl4,IR,2079.54279,0.114022353
CCl4,IR,2077.48587,0.114135304
CCl4,IR,2075.42895,0.114006602
CCl4,IR,2073.37204,0.113809889
CCl4,IR,2071.31512,0.113788926
CCl4,IR,2069.2582,0.113859691
CCl4,IR,2067.20129,0.113985603
CCl4,IR,2065.14437,0.114166845
CCl4,IR,2063.08745,0.114132676
CCl4,IR,2061.03054,0.113977729
CCl4,IR,2058.97362,0.113956736
CCl4,IR,2056.9167,0.11391476
CCl4,IR,2054.85979,0.113820372
CCl4,IR,2052.80287,0.113922629
CCl4,IR,2050.74595,0.114114281
CCl4,IR,2048.68904,0.114027604
CCl4,IR,2046.63212,0.11391476
CCl4,IR,2044.5752,0.113896401
CCl4,IR,2042.51829,0.113671084
CCl4,IR,2040.46137,0.113472337
CCl4,IR,2038.40445,0.113493241
CCl4,IR,2036.34754,0.113710351
CCl4,IR,2034.29062,0.113891156
CCl4,IR,2032.2337,0.113574282
CCl4,IR,2030.17679,0.113213965
CCl4,IR,2028.11987,0.113276546
CCl4,IR,2026.06295,0.113409647
CCl4,IR,2024.00604,0.113412259
CCl4,IR,2021.94912,0.113281763
CCl4,IR,2019.8922,0.113167051
CCl4,IR,2017.83529,0.113154023
CCl4,IR,2015.77837,0.113219179
CCl4,IR,2013.72145,0.113407036
CCl4,IR,2011.66454,0.113373094
CCl4,IR,2009.60762,0.113172263
CCl4,IR,2007.5507,0.113391369
CCl4,IR,2005.49379,0.113749632
CCl4,IR,2003.43687,0.113773207
CCl4,IR,2001.37995,0.113723443
CCl4,IR,1999.32304,0.113681554
CCl4,IR,1997.26612,0.113678936
CCl4,IR,1995.2092,0.113736537
CCl4,IR,1993.15229,0.113765348
CCl4,IR,1991.09537,0.113901646
CCl4,IR,1989.03845,0.113933122
CCl4,IR,1986.98154,0.113767968
CCl4,IR,1984.92462,0.113589974
CCl4,IR,1982.8677,0.113482789
CCl4,IR,1980.81079,0.113726062
CCl4,IR,1978.75387,0.114024979
CCl4,IR,1976.69695,0.114011852
CCl4,IR,1974.64004,0.114038107
CCl4,IR,1972.58312,0.114106399
CCl4,IR,1970.5262,0.11395936
CCl4,IR,1968.46928,0.113671084
CCl4,IR,1966.41237,0.113576897
CCl4,IR,1964.35545,0.113673701
CCl4,IR,1962.29853,0.113584743
CCl4,IR,1960.24162,0.113388758
CCl4,IR,1958.1847,0.113427928
CCl4,IR,1956.12778,0.113574282
CCl4,IR,1954.07087,0.113603052
CCl4,IR,1952.01395,0.113595205
CCl4,IR,1949.95703,0.113623981
CCl4,IR,1947.90012,0.113663232
CCl4,IR,1945.8432,0.113699878
CCl4,IR,1943.78628,0.113883289
CCl4,IR,1941.72937,0.114072248
CCl4,IR,1939.67245,0.113922629
CCl4,IR,1937.61553,0.113715588
CCl4,IR,1935.55862,0.113767968
CCl4,IR,1933.5017,0.113985603
CCl4,IR,1931.44478,0.114069621
CCl4,IR,1929.38787,0.113920006
CCl4,IR,1927.33095,0.113802028
CCl4,IR,1925.27403,0.113838719
CCl4,IR,1923.21712,0.113940993
CCl4,IR,1921.1602,0.113956736
CCl4,IR,1919.10328,0.113927876
CCl4,IR,1917.04637,0.114085382
CCl4,IR,1914.98945,0.114235214
CCl4,IR,1912.93253,0.114080128
CCl4,IR,1910.87562,0.113822993
CCl4,IR,1908.8187,0.113849204
CCl4,IR,1906.76178,0.114051237
CCl4,IR,1904.70487,0.114114281
CCl4,IR,1902.64795,0.114053863
CCl4,IR,1900.59103,0.113993477
CCl4,IR,1898.53412,0.114003977
CCl4,IR,1896.4772,0.114114281
CCl4,IR,1894.42028,0.114240475
CCl4,IR,1892.36337,0.114164216
CCl4,IR,1890.30645,0.113980354
CCl4,IR,1888.24953,0.113951488
CCl4,IR,1886.19262,0.11409589
CCl4,IR,1884.1357,0.114237844
CCl4,IR,1882.07878,0.114235214
CCl4,IR,1880.02187,0.114198395
CCl4,IR,1877.96495,0.114185248
CCl4,IR,1875.90803,0.114114281
CCl4,IR,1873.85112,0.114098517
CCl4,IR,1871.7942,0.114227323
CCl4,IR,1869.73728,0.11434311
CCl4,IR,1867.68037,0.114256259
CCl4,IR,1865.62345,0.11403023
CCl4,IR,1863.56653,0.113820372
CCl4,IR,1861.50962,0.113733918
CCl4,IR,1859.4527,0.11384134
CCl4,IR,1857.39578,0.114056489
CCl4,IR,1855.33887,0.114182619
CCl4,IR,1853.28195,0.114190507
CCl4,IR,1851.22503,0.114164216
CCl4,IR,1849.16812,0.114153702
CCl4,IR,1847.1112,0.11414056
CCl4,IR,1845.05428,0.114106399
CCl4,IR,1842.99737,0.11415633
CCl4,IR,1840.94045,0.114232584
CCl4,IR,1838.88353,0.114237844
CCl4,IR,1836.82662,0.114214173
CCl4,IR,1834.7697,0.114169474
CCl4,IR,1832.71278,0.11409589
CCl4,IR,1830.65587,0.114069621
CCl4,IR,1828.59895,0.114106399
CCl4,IR,1826.54203,0.114101144
CCl4,IR,1824.48512,0.114124792
CCl4,IR,1822.4282,0.114216803
CCl4,IR,1820.37128,0.114216803
CCl4,IR,1818.31437,0.114106399
CCl4,IR,1816.25745,0.114006602
CCl4,IR,1814.20053,0.114014477
CCl4,IR,1812.14362,0.114080128
CCl4,IR,1810.0867,0.114066995
CCl4,IR,1808.02978,0.114024979
CCl4,IR,1805.97287,0.114059116
CCl4,IR,1803.91595,0.114143188
CCl4,IR,1801.85903,0.114208914
CCl4,IR,1799.80212,0.114245736
CCl4,IR,1797.7452,0.114232584
CCl4,IR,1795.68828,0.11417999
CCl4,IR,1793.63137,0.114187877
CCl4,IR,1791.57445,0.114206284
CCl4,IR,1789.51753,0.114114281
CCl4,IR,1787.46062,0.11403023
CCl4,IR,1785.4037,0.114045985
CCl4,IR,1783.34678,0.114132676
CCl4,IR,1781.28986,0.114182619
CCl4,IR,1779.23295,0.114169474
CCl4,IR,1777.17603,0.114216803
CCl4,IR,1775.11911,0.114324681
CCl4,IR,1773.0622,0.114366808
CCl4,IR,1771.00528,0.114335212
CCl4,IR,1768.94836,0.114274676
CCl4,IR,1766.89145,0.114193136
CCl4,IR,1764.83453,0.114185248
CCl4,IR,1762.77761,0.114277308
CCl4,IR,1760.7207,0.114377342
CCl4,IR,1758.66378,0.114395779
CCl4,IR,1756.60686,0.114377342
CCl4,IR,1754.54995,0.114340477
CCl4,IR,1752.49303,0.114253628
CCl4,IR,1750.43611,0.114164216
CCl4,IR,1748.3792,0.114164216
CCl4,IR,1746.32228,0.114203654
CCl4,IR,1744.26536,0.114214173
CCl4,IR,1742.20845,0.114261521
CCl4,IR,1740.15153,0.114366808
CCl4,IR,1738.09461,0.114416853
CCl4,IR,1736.0377,0.114406316
CCl4,IR,1733.98078,0.114416853
CCl4,IR,1731.92386,0.114432662
CCl4,IR,1729.86695,0.114398413
CCl4,IR,1727.81003,0.114364175
CCl4,IR,1725.75311,0.114361541
CCl4,IR,1723.6962,0.114345743
CCl4,IR,1721.63928,0.11431152
CCl4,IR,1719.58236,0.114293097
CCl4,IR,1717.52545,0.11434311
CCl4,IR,1715.46853,0.114395779
CCl4,IR,1713.41161,0.114351009
CCl4,IR,1711.3547,0.11431152
CCl4,IR,1709.29778,0.11429836
CCl4,IR,1707.24086,0.114266783
CCl4,IR,1705.18395,0.114264152
CCl4,IR,1703.12703,0.114285202
CCl4,IR,1701.07011,0.11425889
CCl4,IR,1699.0132,0.114248367
CCl4,IR,1696.95628,0.114287833
CCl4,IR,1694.89936,0.114277308
CCl4,IR,1692.84245,0.114227323
CCl4,IR,1690.78553,0.114229953
CCl4,IR,1688.72861,0.114279939
CCl4,IR,1686.6717,0.114308888
CCl4,IR,1684.61478,0.11431152
CCl4,IR,1682.55786,0.114329946
CCl4,IR,1680.50095,0.114322049
CCl4,IR,1678.44403,0.114264152
CCl4,IR,1676.38711,0.114216803
CCl4,IR,1674.3302,0.114248367
CCl4,IR,1672.27328,0.11428257
CCl4,IR,1670.21636,0.114269414
CCl4,IR,1668.15945,0.114269414
CCl4,IR,1666.10253,0.114314152
CCl4,IR,1664.04561,0.114358908
CCl4,IR,1661.9887,0.114327314
CCl4,IR,1659.93178,0.114269414
CCl4,IR,1657.87486,0.114261521
CCl4,IR,1655.81795,0.114272045
CCl4,IR,1653.76103,0.114248367
CCl4,IR,1651.70411,0.11425889
CCl4,IR,1649.6472,0.114364175
CCl4,IR,1647.59028,0.114451108
CCl4,IR,1645.53336,0.114372075
CCl4,IR,1643.47645,0.114214173
CCl4,IR,1641.41953,0.11417999
CCl4,IR,1639.36261,0.114248367
CCl4,IR,1637.3057,0.114219433
CCl4,IR,1635.24878,0.11409589
CCl4,IR,1633.19186,0.114119537
CCl4,IR,1631.13495,0.114201025
CCl4,IR,1629.07803,0.114319417
CCl4,IR,1627.02111,0.114443202
CCl4,IR,1624.9642,0.114472192
CCl4,IR,1622.90728,0.114456378
CCl4,IR,1620.85036,0.114427392
CCl4,IR,1618.79345,0.114398413
CCl4,IR,1616.73653,0.114435297
CCl4,IR,1614.67961,0.114553932
CCl4,IR,1612.6227,0.114627811
CCl4,IR,1610.56578,0.114648928
CCl4,IR,1608.50886,0.11467533
CCl4,IR,1606.45195,0.114691174
CCl4,IR,1604.39503,0.114699097
CCl4,IR,1602.33811,0.114796858
CCl4,IR,1600.2812,0.114963506
CCl4,IR,1598.22428,0.115090639
CCl4,IR,1596.16736,0.115180776
CCl4,IR,1594.11044,0.115300184
CCl4,IR,1592.05353,0.115467563
CCl4,IR,1589.99661,0.115616548
CCl4,IR,1587.93969,0.115731078
CCl4,IR,1585.88278,0.115843054
CCl4,IR,1583.82586,0.115928442
CCl4,IR,1581.76894,0.116013893
CCl4,IR,1579.71203,0.116078022
CCl4,IR,1577.65511,0.116051297
CCl4,IR,1575.59819,0.116045953
CCl4,IR,1573.54128,0.116144861
CCl4,IR,1571.48436,0.116222443
CCl4,IR,1569.42744,0.116300076
CCl4,IR,1567.37053,0.116417964
CCl4,IR,1565.31361,0.116568176
CCl4,IR,1563.25669,0.116748148
CCl4,IR,1561.19978,0.116869181
CCl4,IR,1559.14286,0.116952632
CCl4,IR,1557.08594,0.117243831
CCl4,IR,1555.02903,0.117522224
CCl4,IR,1552.97211,0.117722642
CCl4,IR,1550.91519,0.117850112
CCl4,IR,1548.85828,0.117820266
CCl4,IR,1546.80136,0.117657604
CCl4,IR,1544.74444,0.11747082
CCl4,IR,1542.68753,0.11724923
CCl4,IR,1540.63061,0.116933783
CCl4,IR,1538.57369,0.116764278
CCl4,IR,1536.51678,0.116764278
CCl4,IR,1534.45986,0.116675588
CCl4,IR,1532.40294,0.116426006
CCl4,IR,1530.34603,0.116182308
CCl4,IR,1528.28911,0.116029922
CCl4,IR,1526.23219,0.11594179
CCl4,IR,1524.17528,0.115861728
CCl4,IR,1522.11836,0.115715091
CCl4,IR,1520.06144,0.115621873
CCl4,IR,1518.00453,0.115595253
CCl4,IR,1515.94761,0.115486176
CCl4,IR,1513.89069,0.115393142
CCl4,IR,1511.83378,0.11535595
CCl4,IR,1509.77686,0.115247098
CCl4,IR,1507.71994,0.114955565
CCl4,IR,1505.66303,0.114780999
CCl4,IR,1503.60611,0.114839158
CCl4,IR,1501.54919,0.114825938
CCl4,IR,1499.49228,0.114720228
CCl4,IR,1497.43536,0.114596143
CCl4,IR,1495.37844,0.114546019
CCl4,IR,1493.32153,0.11458295
CCl4,IR,1491.26461,0.114622533
CCl4,IR,1489.20769,0.114588227
CCl4,IR,1487.15078,0.114482736
CCl4,IR,1485.09386,0.114395779
CCl4,IR,1483.03694,0.114340477
CCl4,IR,1480.98003,0.114285202
CCl4,IR,1478.92311,0.114229953
CCl4,IR,1476.86619,0.114208914
CCl4,IR,1474.80928,0.114266783
CCl4,IR,1472.75236,0.114353642
CCl4,IR,1470.69544,0.114356275
CCl4,IR,1468.63853,0.114314152
CCl4,IR,1466.58161,0.11428257
CCl4,IR,1464.52469,0.114248367
CCl4,IR,1462.46778,0.114224693
CCl4,IR,1460.41086,0.114224693
CCl4,IR,1458.35394,0.114216803
CCl4,IR,1456.29703,0.114158959
CCl4,IR,1454.24011,0.114164216
CCl4,IR,1452.18319,0.114195765
CCl4,IR,1450.12628,0.114132676
CCl4,IR,1448.06936,0.114024979
CCl4,IR,1446.01244,0.113985603
CCl4,IR,1443.95553,0.113993477
CCl4,IR,1441.89861,0.114056489
CCl4,IR,1439.84169,0.114145817
CCl4,IR,1437.78478,0.114203654
CCl4,IR,1435.72786,0.114245736
CCl4,IR,1433.67094,0.114274676
CCl4,IR,1431.61403,0.114264152
CCl4,IR,1429.55711,0.114250997
CCl4,IR,1427.50019,0.114287833
CCl4,IR,1425.44328,0.11434311
CCl4,IR,1423.38636,0.114385243
CCl4,IR,1421.32944,0.114430027
CCl4,IR,1419.27253,0.114453743
CCl4,IR,1417.21561,0.114401047
CCl4,IR,1415.15869,0.114340477
CCl4,IR,1413.10178,0.114306256
CCl4,IR,1411.04486,0.114300992
CCl4,IR,1408.98794,0.114335212
CCl4,IR,1406.93102,0.114361541
CCl4,IR,1404.87411,0.114337844
CCl4,IR,1402.81719,0.114264152
CCl4,IR,1400.76027,0.114185248
CCl4,IR,1398.70336,0.114158959
CCl4,IR,1396.64644,0.114216803
CCl4,IR,1394.58952,0.114264152
CCl4,IR,1392.53261,0.114261521
CCl4,IR,1390.47569,0.114274676
CCl4,IR,1388.41877,0.114322049
CCl4,IR,1386.36186,0.114351009
CCl4,IR,1384.30494,0.114358908
CCl4,IR,1382.24802,0.114348376
CCl4,IR,1380.19111,0.114314152
CCl4,IR,1378.13419,0.114274676
CCl4,IR,1376.07727,0.114232584
CCl4,IR,1374.02036,0.114222063
CCl4,IR,1371.96344,0.114295728
CCl4,IR,1369.90652,0.114398413
CCl4,IR,1367.84961,0.114430027
CCl4,IR,1365.79269,0.114390511
CCl4,IR,1363.73577,0.114324681
CCl4,IR,1361.67886,0.114290465
CCl4,IR,1359.62194,0.114348376
CCl4,IR,1357.56502,0.114440567
CCl4,IR,1355.50811,0.114453743
CCl4,IR,1353.45119,0.114385243
CCl4,IR,1351.39427,0.114300992
CCl4,IR,1349.33736,0.114256259
CCl4,IR,1347.28044,0.114319417
CCl4,IR,1345.22352,0.114422123
CCl4,IR,1343.16661,0.114443202
CCl4,IR,1341.10969,0.114377342
CCl4,IR,1339.05277,0.114295728
CCl4,IR,1336.99586,0.114306256
CCl4,IR,1334.93894,0.114377342
CCl4,IR,1332.88202,0.114398413
CCl4,IR,1330.82511,0.114382609
CCl4,IR,1328.76819,0.114398413
CCl4,IR,1326.71127,0.114414219
CCl4,IR,1324.65436,0.114374708
CCl4,IR,1322.59744,0.114345743
CCl4,IR,1320.54052,0.114372075
CCl4,IR,1318.48361,0.114419488
CCl4,IR,1316.42669,0.114461649
CCl4,IR,1314.36977,0.1144801
CCl4,IR,1312.31286,0.114482736
CCl4,IR,1310.25594,0.114482736
CCl4,IR,1308.19902,0.114456378
CCl4,IR,1306.14211,0.114406316
CCl4,IR,1304.08519,0.114414219
CCl4,IR,1302.02827,0.11450119
CCl4,IR,1299.97136,0.114559207
CCl4,IR,1297.91444,0.114530195
CCl4,IR,1295.85752,0.114459014
CCl4,IR,1293.80061,0.11440895
CCl4,IR,1291.74369,0.11440895
CCl4,IR,1289.68677,0.114461649
CCl4,IR,1287.62986,0.114511736
CCl4,IR,1285.57294,0.114548657
CCl4,IR,1283.51602,0.114593504
CCl4,IR,1281.45911,0.11463573
CCl4,IR,1279.40219,0.11467533
CCl4,IR,1277.34527,0.11475193
CCl4,IR,1275.28836,0.11488941
CCl4,IR,1273.23144,0.115035001
CCl4,IR,1271.17452,0.115098589
CCl4,IR,1269.11761,0.115090639
CCl4,IR,1267.06069,0.115114492
CCl4,IR,1265.00377,0.115297529
CCl4,IR,1262.94686,0.115600577
CCl4,IR,1260.88994,0.115829718
CCl4,IR,1258.83302,0.115963149
CCl4,IR,1256.77611,0.11610208
CCl4,IR,1254.71919,0.116233148
CCl4,IR,1252.66227,0.116286688
CCl4,IR,1250.60536,0.11630811
CCl4,IR,1248.54844,0.116353647
CCl4,IR,1246.49152,0.116334894
CCl4,IR,1244.43461,0.116184983
CCl4,IR,1242.37769,0.115992524
CCl4,IR,1240.32077,0.11585906
CCl4,IR,1238.26386,0.11575773
CCl4,IR,1236.20694,0.115664477
CCl4,IR,1234.15002,0.115613886
CCl4,IR,1232.09311,0.115632523
CCl4,IR,1230.03619,0.115683122
CCl4,IR,1227.97927,0.115723084
CCl4,IR,1225.92236,0.115752399
CCl4,IR,1223.86544,0.115803051
CCl4,IR,1221.80852,0.115872399
CCl4,IR,1219.7516,0.115915096
CCl4,IR,1217.69469,0.115907089
CCl4,IR,1215.63777,0.115872399
CCl4,IR,1213.58085,0.11585906
CCl4,IR,1211.52394,0.115848389
CCl4,IR,1209.46702,0.115768392
CCl4,IR,1207.4101,0.11564051
CCl4,IR,1205.35319,0.11551809
CCl4,IR,1203.29627,0.115440979
CCl4,IR,1201.23935,0.115374545
CCl4,IR,1199.18244,0.115276292
CCl4,IR,1197.12552,0.115141001
CCl4,IR,1195.0686,0.115013813
CCl4,IR,1193.01169,0.114929098
CCl4,IR,1190.95477,0.114855025
CCl4,IR,1188.89785,0.114796858
CCl4,IR,1186.84094,0.114788928
CCl4,IR,1184.78402,0.114799501
CCl4,IR,1182.7271,0.114780999
CCl4,IR,1180.67019,0.114733436
CCl4,IR,1178.61327,0.114688534
CCl4,IR,1176.55635,0.11467533
CCl4,IR,1174.49944,0.114654208
CCl4,IR,1172.44252,0.114593504
CCl4,IR,1170.3856,0.114530195
CCl4,IR,1168.32869,0.114506463
CCl4,IR,1166.27177,0.114482736
CCl4,IR,1164.21485,0.114411584
CCl4,IR,1162.15794,0.114337844
CCl4,IR,1160.10102,0.114361541
CCl4,IR,1158.0441,0.114477464
CCl4,IR,1155.98719,0.114559207
CCl4,IR,1153.93027,0.114543381
CCl4,IR,1151.87335,0.114506463
CCl4,IR,1149.81644,0.114466921
CCl4,IR,1147.75952,0.114401047
CCl4,IR,1145.7026,0.114390511
CCl4,IR,1143.64569,0.114459014
CCl4,IR,1141.58877,0.114511736
CCl4,IR,1139.53185,0.1144801
CCl4,IR,1137.47494,0.114390511
CCl4,IR,1135.41802,0.114372075
CCl4,IR,1133.3611,0.114448472
CCl4,IR,1131.30419,0.114522284
CCl4,IR,1129.24727,0.114548657
