m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
609.125078,1,5764612,30,25,26,14,609.124979,0.2,0.466666667,0.866666667,18,0.47826087,610.1322555,609,0.450973,610,0.2733223,609,0.7743625,605,0.3950201,610,0.3262392,609,0.7689614,609,0.9174693,8,5,5,7,10,6,8,1,356.0168319
601.135094,1,7548729,32,25,26,12,601.13515,-0.1,0.375,0.8125,20,0.538461538,602.1424263,601,0.470065,602,0.2816458,601,0.7892199,597,0.4672261,602,0.3338697,601,0.7838896,601,0.9304527,10,5,6,6,9,6,7,1,356.0379612
601.119542,1,1643833,28,25,26,15,601.119894,-0.6,0.535714286,0.928571429,16,0.414634146,602.1271702,601,0.454826,602,0.2663861,601,0.7739727,597,0.4520884,602,0.3186087,601,0.7686425,601,0.9152019,8,6,6,6,9,5,9,1,356.0532174
599.104405,1,4310941,28,23,24,15,599.104244,0.3,0.535714286,0.857142857,17,0.463414634,600.1115201,599,0.441427,600,0.25027,599,0.759505,595,0.4520884,600,0.3023178,599,0.7541926,599,0.9002615,7,5,7,6,10,5,9,1,356.0743467
587.104159,1,3334804,27,23,24,15,587.104244,-0.1,0.555555556,0.888888889,16,0.435897436,588.1115201,587,0.454826,588,0.2474955,587,0.766544,583,0.5452597,588,0.2985026,587,0.7613379,587,0.9044858,8,6,7,5,10,5,8,1,356.0896029
585.125014,1,2571557,28,25,26,14,585.124979,0.1,0.5,0.928571429,16,0.428571429,586.1322555,585,0.477772,586,0.2677734,585,0.7884404,581,0.5813627,586,0.3186087,585,0.7832518,585,0.925918,9,5,6,6,9,5,9,1,356.1259884
585.088658,1,5782312,27,21,22,15,585.088594,0.1,0.555555556,0.814814815,17,0.487179487,586.09587,585,0.441427,586,0.2313794,585,0.7520763,581,0.5452597,586,0.2822117,585,0.746888,585,0.8895453,7,5,7,5,11,5,9,1,358.0172258
573.088524,1,4395715,26,21,22,15,573.088594,-0.1,0.576923077,0.846153846,16,0.459459459,574.09587,573,0.454826,574,0.228605,573,0.7591153,569,0.6384310,574,0.2783964,573,0.7540332,573,0.8937697,8,5,6,6,10,5,9,1,358.0324819
565.135163,1,6517005,29,25,26,12,565.13515,0,0.413793103,0.896551724,17,0.47826087,566.1424263,565,0.510264,566,0.2733223,565,0.8103369,561,0.7467400,566,0.322424,565,0.8053252,565,0.9431259,10,5,5,7,9,5,8,1,358.0536113
545.093674,1,5130452,25,21,22,14,545.093679,0,0.56,0.88,15,0.444444444,546.1009554,545,0.491171,546,0.2272177,545,0.780622,541,0.8608767,546,0.2745812,545,0.7757877,545,0.9087102,7,5,7,6,10,4,10,1,358.0688674
543.114356,1,5492980,26,23,24,13,543.114414,-0.1,0.5,0.923076923,15,0.435897436,544.1216909,543,0.514117,544,0.2474955,543,0.8025184,539,0.8969797,544,0.2946873,543,0.7977017,543,0.9301424,8,6,6,7,9,5,8,1,358.0841236
541.114045,1,12547333,30,21,22,10,541.11402,0,0.333333333,0.733333333,20,0.6,542.1212969,541,0.515956,542,0.2466391,541,0.8032979,537,0.9121173,542,0.2936574,541,0.7984989,541,0.9304527,9,6,5,8,10,4,7,1,358.0899968
541.062382,1,11070725,25,17,18,14,541.062379,0,0.56,0.72,17,0.555555556,542.0696553,541,0.464372,542,0.1949855,541,0.7516865,537,0.8608767,542,0.2419993,541,0.746888,541,0.8788292,9,4,6,6,10,5,9,1,358.1052529
537.140253,1,5613814,28,25,26,11,537.140235,0,0.392857143,0.928571429,16,0.466666667,538.1475117,537,0.546608,538,0.2719351,537,0.8318436,533,0.9691857,538,0.3186087,537,0.8270798,537,0.9580664,11,4,5,8,9,5,7,1,358.1416384
535.051785,1,11814098,26,15,16,13,535.051814,-0.1,0.5,0.615384615,19,0.641025641,536.0590906,535,0.460519,536,0.1830312,535,0.7446475,531,0.8969797,536,0.2295237,535,0.7399022,535,0.8703805,10,5,5,7,9,5,8,1,360.0117465
531.077953,1,6151251,24,19,20,14,531.078029,-0.1,0.583333333,0.833333333,15,0.470588235,532.0853053,531,0.491171,532,0.2083271,531,0.7731933,527,0.9540480,532,0.254475,531,0.7684831,531,0.8979941,7,5,6,7,10,5,9,1,360.0328758
529.114042,1,20292599,29,21,22,10,529.11402,0,0.344827586,0.75862069,19,0.583333333,530.1212969,529,0.529356,530,0.2438646,529,0.8103369,526,0.0052887,530,0.2898421,529,0.8056441,529,0.9346771,9,6,5,8,10,4,7,1,360.048132
527.046725,1,6712192,24,15,16,14,527.046729,0,0.583333333,0.666666667,17,0.588235294,528.0540052,527,0.464372,528,0.1760949,527,0.7442578,523,0.9540480,528,0.2218932,527,0.7395833,527,0.8681131,9,5,5,7,11,4,8,1,360.0633881
525.082702,1,4389625,29,17,18,10,525.08272,0,0.344827586,0.620689655,21,0.666666667,526.0899968,525,0.502557,526,0.2116324,525,0.7814014,522,0.0052887,526,0.2572603,525,0.7767443,525,0.9047961,7,4,7,8,9,5,9,1,360.0692614
509.036147,1,6556665,24,13,14,13,509.036164,0,0.541666667,0.583333333,18,0.657142857,510.0434405,509,0.473919,510,0.1613661,509,0.7442578,506,0.0833223,510,0.2056023,509,0.7397428,509,0.8638888,10,6,5,7,9,4,8,1,360.0845175
505.041291,1,7887263,25,13,14,12,505.041249,0.1,0.48,0.56,19,0.684210526,506.0485259,505,0.483465,506,0.1655278,505,0.7516865,502,0.1194253,506,0.2094175,505,0.7472068,505,0.8703805,9,5,6,8,8,5,8,1,360.0997736
501.067504,1,12695320,23,17,18,13,501.067464,0.1,0.565217391,0.782608696,15,0.515151515,502.0747407,501,0.514117,502,0.1908238,501,0.7802322,498,0.1764936,502,0.2343688,501,0.7757877,501,0.8979941,8,5,6,7,10,4,9,1,360.120903
501.04638,1,5507861,26,13,14,11,501.046335,0.1,0.423076923,0.538461538,20,0.707317073,502.0536113,501,0.493011,502,0.1696895,501,0.7591153,498,0.1555283,502,0.2132327,501,0.7546709,501,0.8768722,9,4,6,8,7,5,10,1,362.0273965
499.067025,1,8003011,27,15,16,10,499.06707,-0.1,0.37037037,0.592592593,20,0.681818182,500.0743467,499,0.515956,500,0.1899674,499,0.7810117,496,0.1916313,500,0.2333389,499,0.7765849,499,0.8983044,9,4,5,8,9,5,9,1,362.0426527
497.108918,1,16594028,25,21,22,11,497.108935,0,0.44,0.88,15,0.487179487,498.1162115,497,0.560008,498,0.2313794,497,0.8240251,494,0.2486996,498,0.2745812,497,0.8196157,497,0.9408585,11,5,5,8,10,4,6,1,362.0485259
497.036093,1,6466655,23,13,14,13,497.036164,-0.1,0.565217391,0.608695652,17,0.636363636,498.0434405,497,0.487318,498,0.1585916,497,0.7512968,494,0.1764936,498,0.201787,497,0.746888,497,0.8681131,9,6,4,7,10,5,8,1,362.063782
493.041234,1,12308876,24,13,14,12,493.041249,0,0.5,0.583333333,18,0.666666667,494.0485259,493,0.496864,494,0.1627533,493,0.7587255,490,0.2125966,494,0.2056023,493,0.7543521,493,0.8746049,11,5,5,7,9,4,8,1,362.0790382
489.119079,1,18562732,27,21,22,9,489.119106,-0.1,0.333333333,0.814814815,17,0.555555556,490.1263823,489,0.5791,490,0.2397029,489,0.8388826,486,0.3209056,490,0.2822117,489,0.8345438,489,0.953842,10,6,4,7,11,4,7,1,362.1001676
485.087733,1,10240933,27,17,18,9,485.087806,-0.1,0.333333333,0.666666667,19,0.644444444,486.0950822,485,0.552301,486,0.2074707,485,0.8099471,482,0.3209056,486,0.2496298,485,0.8056441,485,0.923961,8,6,6,7,10,4,8,1,362.1154237
481.113993,1,17684639,25,21,22,10,481.11402,-0.1,0.4,0.88,15,0.5,482.1212969,481,0.582953,482,0.2327667,481,0.8384929,478,0.3779739,482,0.2745812,481,0.834225,481,0.9515746,9,6,6,8,10,4,6,1,362.1365531
477.119102,1,16897424,26,21,22,9,477.119106,0,0.346153846,0.846153846,16,0.534883721,478.1263823,477,0.592499,478,0.2369284,477,0.8459216,474,0.4140769,478,0.2783964,477,0.8416891,477,0.9580664,10,6,5,7,10,4,7,1,364.0066611
473.072557,1,18379387,22,17,18,12,473.07255,0,0.545454545,0.818181818,14,0.5,474.079826,473,0.550462,474,0.1894366,473,0.801739,470,0.3989392,474,0.2305536,473,0.7975423,473,0.9129346,9,5,5,7,9,5,9,1,364.0219172
467.098367,1,34946565,24,19,20,10,467.09837,0,0.416666667,0.833333333,15,0.526315789,468.1056469,467,0.582953,468,0.2138761,467,0.8310641,464,0.4711452,468,0.254475,467,0.8269203,467,0.9408585,9,6,5,7,10,6,6,1,364.0430466
451.030656,1,7592760,22,11,12,11,451.030685,-0.1,0.5,0.545454545,17,0.696969697,452.0379612,451,0.533209,452,0.1424755,451,0.7728035,448,0.5282136,452,0.1816808,451,0.7688019,451,0.8788292,10,5,6,6,8,5,9,1,364.0583027
445.09287,1,14331857,25,17,18,8,445.092891,0,0.32,0.72,17,0.619047619,446.1001676,445,0.602046,446,0.203309,445,0.8384929,442,0.6365225,446,0.2419993,445,0.8345438,445,0.9431259,8,6,6,7,10,4,8,1,364.0794321
445.077627,1,21737423,21,17,18,11,445.077635,0,0.523809524,0.857142857,13,0.483870968,446.0849114,445,0.586806,446,0.1880493,445,0.8232457,442,0.6213849,446,0.2267383,445,0.8192968,445,0.9278751,10,5,5,7,9,5,8,1,364.0946882
445.041279,1,11089866,20,13,14,12,445.041249,0.1,0.6,0.7,14,0.571428571,446.0485259,445,0.550462,446,0.1516554,445,0.7868815,442,0.5852819,446,0.1903413,445,0.7829329,445,0.8915024,9,6,6,6,10,4,8,1,364.1158176
443.061985,1,30699193,21,15,16,11,443.061985,0,0.523809524,0.761904762,14,0.548387097,444.0692614,443,0.573407,444,0.1719332,443,0.8087779,440,0.6213849,444,0.2104474,443,0.8048469,443,0.9129346,7,6,6,7,9,5,9,1,364.1310738
435.035748,1,9323187,22,11,12,10,435.03577,-0.1,0.454545455,0.545454545,17,0.705882353,436.0430466,435,0.556155,436,0.1438628,435,0.7872712,432,0.6574879,436,0.1816808,435,0.7834113,435,0.8895453,11,5,6,4,8,6,9,1,366.0223112
433.077597,1,11872713,20,17,18,11,433.077635,-0.1,0.55,0.9,12,0.448275862,434.0849114,433,0.600206,434,0.1852748,433,0.8302847,430,0.7145562,434,0.2229231,433,0.826442,433,0.9320995,8,6,6,7,9,5,8,1,366.0375673
427.103406,1,43779877,22,19,20,9,427.103456,-0.1,0.409090909,0.909090909,13,0.485714286,428.1107322,427,0.632698,428,0.2097144,427,0.8596098,424,0.7867622,428,0.2468445,427,0.8558201,427,0.9600234,10,5,4,7,10,5,8,1,366.0586967
423.072092,1,139699577,22,15,16,9,423.072156,-0.2,0.409090909,0.727272727,15,0.6,424.0794321,423,0.605899,424,0.1774822,423,0.8306744,420,0.7867622,424,0.2142627,423,0.8269203,423,0.9301424,8,6,6,7,8,6,8,1,366.0739528
417.082709,1,18592544,20,17,18,10,417.08272,0,0.5,0.9,12,0.466666667,418.0899968,417,0.623151,418,0.1866621,417,0.8447524,414,0.8438305,418,0.2229231,417,0.8410513,417,0.9428156,9,6,5,8,9,4,8,1,366.0950822
401.051434,1,34405738,19,13,14,10,401.05142,0,0.526315789,0.736842105,13,0.571428571,402.0586967,401,0.609752,402,0.1516554,401,0.8228559,398,0.9370018,402,0.186526,401,0.8192968,401,0.917159,8,6,5,7,10,5,8,1,366.1103383
399.07211,1,63020223,20,15,16,9,399.072156,-0.1,0.45,0.8,13,0.548387097,400.0794321,399,0.632698,400,0.1719332,399,0.8447524,396,0.9731048,400,0.2066322,399,0.8412108,399,0.9385912,10,6,5,7,10,4,7,1,366.1314677
397.056482,1,62233617,20,13,14,9,397.056506,-0.1,0.45,0.7,14,0.612903226,398.063782,397,0.619298,398,0.1558171,397,0.8302847,394,0.9731048,398,0.1903413,397,0.8267609,397,0.9236507,9,6,6,7,10,4,7,1,368.0168319
391.045953,1,10703373,21,11,12,8,391.045941,0,0.380952381,0.571428571,16,0.705882353,392.0532174,391,0.615445,392,0.1438628,391,0.8232457,389,0.0092078,392,0.1778656,391,0.8197751,391,0.9152019,9,5,5,7,9,5,9,1,368.0379612
389.05141,1,23075170,18,13,14,10,389.05142,0,0.555555556,0.777777778,12,0.538461538,390.0586967,389,0.623151,390,0.1488809,389,0.8298949,387,0.0301731,390,0.1827108,389,0.826442,389,0.9213834,9,4,6,7,10,5,8,1,368.0532174
381.061591,1,66721450,20,13,14,8,381.061591,0,0.4,0.7,14,0.625,382.0688674,381,0.642244,382,0.1572044,381,0.8447524,379,0.1023791,382,0.1903413,381,0.8413702,381,0.9343668,9,5,5,7,10,6,7,1,368.0743467
355.045961,1,46435662,18,11,12,8,355.045941,0.1,0.444444444,0.666666667,13,0.642857143,356.0532174,355,0.655643,356,0.1355393,355,0.8443626,353,0.2887218,356,0.1664199,355,0.8412108,355,0.9278751,11,5,5,7,9,4,8,1,368.0896029
717.110001,1,3891509,35,25,26,17,717.109723,0.4,0.485714286,0.742857143,23,0.547169811,718.1169994,717,0.31514,718,0.283033,717,0.6957643,712,0.5413406,718,0.3453154,717,0.6894073,717,0.864199,8,6,6,6,9,4,9,1,368.1107322
689.114926,1,4987938,34,25,26,16,689.114808,0.2,0.470588235,0.764705882,22,0.538461538,690.1220848,689,0.351485,690,0.2816458,689,0.717271,684,0.7637862,690,0.3415002,689,0.7111619,689,0.8791395,8,5,7,6,8,5,9,1,368.1259884
679.09415,1,3362966,32,23,24,17,679.094073,0.1,0.53125,0.75,21,0.531914894,680.1013493,679,0.341938,680,0.2585935,679,0.7024136,674,0.8208545,680,0.3175788,679,0.6963931,679,0.8619317,8,6,6,4,10,4,10,1,370.0172258
675.099352,1,5336260,33,23,24,16,675.099158,0.3,0.484848485,0.727272727,22,0.56,676.1064347,675,0.351485,676,0.2627552,675,0.7098423,670,0.8569575,676,0.321394,675,0.7038572,675,0.8684234,8,5,7,7,9,5,7,1,370.0324819
673.083513,1,4663512,33,21,22,16,673.083508,0,0.484848485,0.666666667,23,0.6,674.0907847,673,0.338085,674,0.2466391,673,0.6953746,668,0.8569575,674,0.3051031,673,0.6894073,673,0.8534829,8,6,5,7,9,4,9,1,370.0536113
667.130686,1,2341635,32,27,28,16,667.130458,0.3,0.5,0.875,19,0.458333333,668.1377348,667,0.391683,668,0.2922129,667,0.7458167,662,0.9501288,668,0.3501606,667,0.7399022,667,0.9025288,8,6,7,5,8,5,9,1,370.0688674
653.115028,1,3785981,31,25,26,16,653.114808,0.3,0.516129032,0.838709677,19,0.47826087,654.1220848,653,0.391683,654,0.2733223,653,0.738388,649,0.0433001,654,0.3300545,653,0.7325975,653,0.8918127,8,5,7,6,10,4,8,1,370.0899968
651.135573,1,3149045,32,27,28,15,651.135544,0,0.46875,0.875,19,0.469387755,652.1428202,651,0.414628,652,0.2936002,651,0.7602845,647,0.0794031,652,0.3501606,651,0.7545115,651,0.9132449,9,5,5,7,8,5,9,1,370.1052529
641.114648,1,2664652,30,25,26,16,641.114808,-0.3,0.533333333,0.866666667,18,0.454545455,642.1220848,641,0.405082,642,0.2705478,641,0.745427,637,0.1364715,642,0.3262392,641,0.7397428,641,0.8960371,7,5,7,6,10,4,9,1,370.1416384
629.114754,1,2077384,29,25,26,16,629.114808,-0.1,0.551724138,0.896551724,17,0.428571429,630.1220848,629,0.418481,630,0.2677734,629,0.752466,625,0.2296428,630,0.322424,629,0.746888,629,0.9002615,7,5,8,5,9,5,9,1,372.0117465
625.083518,1,4253920,29,21,22,16,625.083508,0,0.551724138,0.75862069,19,0.523809524,626.0907847,625,0.391683,626,0.2355412,625,0.7235306,621,0.2296428,626,0.2898421,625,0.7179882,625,0.8703805,8,7,6,5,10,4,8,1,372.0328758
613.135228,1,4810135,33,25,26,12,613.13515,0.1,0.363636364,0.787878788,21,0.555555556,614.1424263,613,0.456666,614,0.2844203,613,0.7821809,609,0.3740548,614,0.337685,613,0.7767443,613,0.9262283,10,6,6,5,9,5,7,1,372.048132
613.083524,1,3478936,28,21,22,16,613.083508,0,0.571428571,0.785714286,18,0.5,614.0907847,613,0.405082,614,0.2327667,613,0.7305696,609,0.3228141,614,0.2860269,613,0.7251334,613,0.8746049,7,6,7,5,11,4,8,1,372.0633881
589.135132,1,7698947,31,25,26,12,589.13515,0,0.387096774,0.838709677,19,0.52,590.1424263,589,0.483465,590,0.2788713,589,0.7962589,585,0.5603974,590,0.3300545,589,0.7910348,589,0.9346771,9,6,5,6,10,5,7,1,372.0692614
581.130006,1,4981844,29,25,26,13,581.130064,-0.1,0.448275862,0.896551724,17,0.466666667,582.1373409,581,0.487318,582,0.2719351,581,0.7958692,577,0.6174657,582,0.322424,581,0.7907159,581,0.9324098,9,4,6,7,9,5,8,1,372.0845175
571.072948,1,5840733,26,19,20,15,571.072944,0,0.576923077,0.769230769,17,0.513513514,572.08022,571,0.441427,572,0.2124889,571,0.7446475,567,0.6384310,572,0.2621055,571,0.7395833,571,0.8788292,7,6,5,6,11,4,9,1,372.120903
569.129926,1,4036590,28,25,26,13,569.130064,-0.2,0.464285714,0.928571429,16,0.441860465,570.1373409,569,0.500717,570,0.2691606,569,0.8029082,565,0.7106370,570,0.3186087,569,0.7978611,569,0.9366341,9,5,5,7,9,4,9,1,374.0273965
543.129629,1,7030004,30,23,24,10,543.129671,-0.1,0.333333333,0.8,19,0.56,544.136947,543,0.529356,544,0.2627552,543,0.8177656,539,0.9121173,544,0.3099483,543,0.8129487,543,0.9453932,9,5,5,8,10,5,6,1,374.0485259
539.098382,1,4949254,30,19,20,10,539.09837,0,0.333333333,0.666666667,21,0.64,540.1056469,539,0.502557,540,0.230523,539,0.7888302,535,0.9121173,540,0.2773665,539,0.784049,539,0.9155122,7,5,5,8,10,5,8,1,374.063782
533.093662,1,3752093,24,21,22,14,533.093679,0,0.583333333,0.916666667,14,0.411764706,534.1009554,533,0.504571,534,0.2244432,533,0.787661,529,0.9540480,534,0.2707659,533,0.7829329,533,0.9129346,7,5,7,7,9,4,9,1,374.0790382
531.129618,1,12620885,29,23,24,10,531.129671,-0.1,0.344827586,0.827586207,18,0.541666667,532.136947,531,0.542755,532,0.2599807,531,0.8248046,528,0.0052887,532,0.3061331,531,0.820094,531,0.9496176,9,6,5,8,9,4,7,1,374.0849114
529.098762,1,8705014,25,21,22,13,529.098764,0,0.52,0.88,15,0.459459459,530.1060408,529,0.514117,530,0.228605,529,0.7950897,525,0.9901510,530,0.2745812,529,0.790397,529,0.9194263,8,5,6,7,10,5,7,1,374.1001676
527.119476,1,7463812,26,23,24,12,527.1195,0,0.461538462,0.923076923,15,0.45,528.1267762,527,0.537062,528,0.2488828,527,0.8169861,524,0.0262540,528,0.2946873,527,0.812311,527,0.9408585,10,5,6,8,9,4,6,1,374.1154237
517.098747,1,6536202,24,21,22,13,517.098764,0,0.541666667,0.916666667,14,0.428571429,518.1060408,517,0.527516,518,0.2258305,517,0.8021287,514,0.0833223,518,0.2707659,517,0.7975423,517,0.9236507,8,5,7,7,9,5,7,1,374.1365531
517.041253,1,6037508,26,13,14,12,517.041249,0,0.461538462,0.538461538,20,0.7,518.0485259,517,0.470065,518,0.1683023,517,0.7446475,514,0.0262540,518,0.2132327,517,0.7400616,517,0.8661561,10,5,5,8,7,5,8,1,376.0066611
513.119089,1,5591592,29,21,22,9,513.119106,0,0.310344828,0.75862069,19,0.591836735,514.1263823,513,0.552301,514,0.2452519,513,0.8248046,510,0.1345630,514,0.2898421,513,0.8202534,513,0.9453932,8,7,5,8,10,4,6,1,376.0219172
501.10379,1,8634142,24,21,22,12,501.10385,-0.1,0.5,0.916666667,14,0.444444444,502.1111262,501,0.550462,502,0.2272177,501,0.8165964,498,0.2125966,502,0.2707659,501,0.8121516,501,0.9343668,9,5,6,7,9,5,7,1,376.0430466
499.103412,1,8424905,28,19,20,9,499.103456,-0.1,0.321428571,0.714285714,19,0.617021277,500.1107322,499,0.552301,500,0.2263613,499,0.8173759,496,0.2277343,500,0.269736,499,0.8129487,499,0.9346771,8,6,5,7,10,5,7,1,376.0583027
491.134719,1,7608361,27,23,24,9,491.134756,-0.1,0.333333333,0.888888889,16,0.511111111,492.1420324,491,0.592499,492,0.255819,491,0.8533503,488,0.3209056,492,0.2985026,491,0.8489937,491,0.9687825,10,6,4,7,10,5,6,1,376.064176
487.088177,1,14621992,23,19,20,12,487.0882,0,0.52173913,0.869565217,14,0.470588235,488.0954761,487,0.550462,488,0.2083271,487,0.8091677,484,0.3057679,488,0.2506598,487,0.8048469,487,0.9236507,9,5,6,7,9,5,7,1,376.0794321
471.07211,1,8186104,26,15,16,9,471.072156,-0.1,0.346153846,0.615384615,19,0.674418605,472.0794321,471,0.552301,472,0.1885801,471,0.8025184,468,0.4140769,472,0.2295237,471,0.7983394,471,0.9132449,8,5,6,7,9,4,9,1,376.0946882
457.056403,1,3900160,25,13,14,9,457.056506,-0.2,0.36,0.56,19,0.707317073,458.063782,457,0.552301,458,0.1696895,457,0.7950897,454,0.5072482,458,0.2094175,457,0.7910348,457,0.9025288,8,4,6,8,8,5,9,1,376.1158176
455.025592,1,4862383,21,11,12,12,455.025599,0,0.571428571,0.571428571,16,0.666666667,456.0328758,455,0.523663,456,0.1383138,455,0.7653748,452,0.4921106,456,0.1778656,455,0.7613379,455,0.8723375,10,6,4,7,9,5,7,1,378.0223112
447.056901,1,15765736,20,15,16,12,447.0569,0,0.6,0.8,13,0.5,448.064176,447,0.563861,448,0.1677715,447,0.8013492,444,0.5852819,448,0.2066322,447,0.7973828,447,0.9064429,9,5,6,6,10,5,7,1,378.0375673
445.056503,1,10991564,24,13,14,9,445.056506,0,0.375,0.583333333,18,0.692307692,446.063782,445,0.565701,446,0.1669151,445,0.8021287,442,0.6004195,446,0.2056023,445,0.79818,445,0.9067532,9,4,7,6,9,5,8,1,378.0586967
435.108545,1,17214140,24,19,20,8,435.108541,0,0.333333333,0.833333333,15,0.55,436.1158176,435,0.628844,436,0.2166506,435,0.8599996,432,0.7296939,436,0.254475,435,0.8561389,435,0.9622907,8,6,5,6,10,5,8,1,378.0739528
433.092879,1,24201675,24,17,18,8,433.092891,0,0.333333333,0.75,16,0.6,434.1001676,433,0.615445,434,0.2005345,433,0.8455318,430,0.7296939,434,0.2381841,433,0.8416891,433,0.9473503,9,6,4,6,11,4,8,1,378.0950822
431.098334,1,11782371,21,19,20,10,431.09837,-0.1,0.476190476,0.952380952,12,0.4375,432.1056469,431,0.623151,432,0.2055527,431,0.8521811,428,0.7506592,432,0.2430293,431,0.848356,431,0.9535317,9,6,6,6,9,5,7,1,378.1103383
431.077244,1,15366369,24,15,16,8,431.077241,0,0.333333333,0.666666667,17,0.65,432.0845175,431,0.602046,432,0.1844184,431,0.8310641,428,0.7296939,432,0.2218932,431,0.8272392,431,0.9324098,8,5,5,6,11,5,8,1,378.1314677
429.04634,1,21624827,20,13,14,11,429.046335,0,0.55,0.7,14,0.586206897,430.0536113,429,0.573407,430,0.1530426,429,0.8013492,426,0.7145562,430,0.1903413,429,0.7975423,429,0.9022185,7,5,6,7,10,5,8,1,380.0015757
423.1085,1,44000637,23,19,20,8,423.108541,-0.1,0.347826087,0.869565217,14,0.526315789,424.1158176,423,0.642244,424,0.2138761,423,0.8670386,420,0.8228652,424,0.2506598,423,0.8632842,423,0.9665151,9,6,5,8,9,4,7,1,380.0168319
421.092853,1,31122606,23,17,18,8,421.092891,-0.1,0.347826087,0.782608696,15,0.578947368,422.1001676,421,0.628844,422,0.19776,421,0.8525708,418,0.8228652,422,0.2343688,421,0.8488343,421,0.9515746,8,5,6,8,10,5,6,1,380.032088
419.040827,1,6956000,22,11,12,9,419.040856,-0.1,0.409090909,0.545454545,17,0.714285714,420.048132,419,0.5791,420,0.14525,419,0.801739,416,0.7867622,420,0.1816808,419,0.7980206,419,0.9002615,10,4,5,7,8,5,9,1,380.0379612
413.087762,1,58778019,21,17,18,9,413.087806,-0.1,0.428571429,0.857142857,13,0.515151515,414.0950822,413,0.632698,414,0.1908238,413,0.8521811,410,0.8799335,414,0.2267383,413,0.8485154,413,0.9493073,10,5,6,6,9,5,7,1,380.0532174
409.020139,1,6040620,20,9,10,10,409.02012,0,0.5,0.5,16,0.733333333,410.0273965,409,0.569554,410,0.1221977,409,0.7868815,406,0.8438305,410,0.1577594,409,0.7832518,409,0.8830536,10,4,6,8,6,5,9,1,380.0743467
403.067054,1,22060570,19,15,16,10,403.06707,0,0.526315789,0.842105263,12,0.5,404.0743467,403,0.623151,404,0.1677715,403,0.8373237,400,0.9370018,404,0.2028169,403,0.8337467,403,0.9320995,9,5,4,7,10,5,8,1,380.0896029
403.0307,1,9598487,18,11,12,11,403.030685,0,0.611111111,0.666666667,13,0.6,404.0379612,403,0.586806,404,0.1313776,403,0.8009595,400,0.9008988,404,0.1664199,403,0.7973828,403,0.8957268,10,5,5,6,9,5,8,1,380.1107322
395.040881,1,31177572,20,11,12,9,395.040856,0.1,0.45,0.6,15,0.677419355,396.048132,395,0.605899,396,0.139701,395,0.8158169,392,0.9731048,396,0.1740504,395,0.812311,395,0.9087102,8,5,6,7,8,4,10,1,380.1259884
383.040864,1,34273112,19,11,12,9,383.040856,0,0.473684211,0.631578947,14,0.655172414,384.048132,383,0.619298,384,0.1369265,383,0.8228559,381,0.0662761,384,0.1702351,383,0.8194562,383,0.9129346,9,5,5,7,9,4,9,1,382.0172258
357.061611,1,61312526,18,13,14,8,357.061591,0.1,0.444444444,0.777777778,12,0.571428571,358.0688674,357,0.669042,358,0.1516554,357,0.8588304,355,0.2887218,358,0.1827108,357,0.8556606,357,0.9428156,10,6,5,7,10,2,8,1,382.0324819
343.045979,1,38602939,17,11,12,8,343.045941,0.1,0.470588235,0.705882353,12,0.615384615,344.0532174,343,0.669042,344,0.1327648,343,0.8514016,341,0.3818931,344,0.1626046,343,0.848356,343,0.9320995,10,4,5,6,10,5,8,1,382.0536113
337.071759,1,15785574,19,13,14,6,337.071762,0,0.315789474,0.736842105,13,0.625,338.0790382,337,0.701534,338,0.1572044,337,0.8807268,335,0.4540991,338,0.186526,337,0.877734,337,0.9600234,9,5,5,6,10,5,8,1,382.0688674
703.094308,1,3603453,34,23,24,17,703.094073,0.3,0.5,0.705882353,23,0.568627451,704.1013493,703,0.31514,704,0.2641424,703,0.6883356,698,0.6345119,704,0.3252093,703,0.6821027,703,0.8534829,8,6,5,6,9,4,9,1,382.0899968
699.135615,1,4286445,36,27,28,15,699.135544,0.1,0.416666667,0.777777778,23,0.543859649,700.1428202,699,0.361031,700,0.3046981,699,0.7321285,694,0.7067179,700,0.3654216,699,0.7259306,699,0.8963473,9,6,5,6,9,5,7,1,382.1052529
699.099184,1,4644845,35,23,24,16,699.099158,0,0.457142857,0.685714286,24,0.592592593,700.1064347,699,0.324686,700,0.2683042,699,0.6957643,694,0.6706149,700,0.3290245,699,0.6895668,699,0.8599746,8,5,6,6,9,4,9,1,382.1416384
697.119953,1,5063663,36,25,26,15,697.119894,0.1,0.416666667,0.722222222,24,0.578947368,698.1271702,697,0.347631,698,0.288582,697,0.7176608,692,0.7067179,698,0.3491307,697,0.7114807,697,0.8814068,9,5,5,6,8,5,9,1,384.0117465
689.151247,1,2435105,35,29,30,15,689.151194,0.1,0.428571429,0.857142857,21,0.490909091,690.1584703,689,0.38783,690,0.3180397,689,0.7536352,684,0.7998892,690,0.3778973,689,0.7475257,689,0.9155122,9,5,6,6,8,5,8,1,384.0270026
