m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
279.051018,1,6268983,13,11,12,7,279.051026,0,0.538461538,0.923076923,8,0.473684211,280.0583027,279,0.745585,280,0.1230541,279,0.8940253,277,0.8838526,280,0.1473436,279,0.8915462,279,0.9597131,5,3,3,4,7,2,4,1,604.1216909
795.15668,1,1218715,41,31,32,17,795.156673,0,0.414634146,0.780487805,26,0.538461538,796.1639496,795,0.274942,796,0.3480282,795,0.6969335,789,0.9823127,796,0.4170797,795,0.6898857,795,0.8836742,7,2,3,3,5,3,4,1,604.1428202
745.068977,1,949357,35,21,22,19,745.068252,1,0.542857143,0.628571429,25,0.607843137,746.0755285,745,0.24245,746,0.2480263,745,0.6378935,740,0.2827919,746,0.3127336,745,0.631289,745,0.8128858,5,6,1,5,7,2,1,1,604.1580764
385.041182,1,1683463,15,13,14,12,385.041249,-0.2,0.8,0.933333333,9,0.333333333,386.0485259,385,0.617458,386,0.137783,385,0.8220765,383,0.0511384,386,0.171265,385,0.8186591,385,0.9126243,3,3,5,2,8,2,4,1,606.0645699
371.062026,1,1516840,15,15,16,11,371.061985,0.1,0.733333333,1.066666667,8,0.263157895,372.0692614,371,0.653803,372,0.1552863,371,0.8510119,369,0.1804128,372,0.187556,371,0.8477182,371,0.9382809,3,2,5,4,7,2,4,1,606.0856993
353.015039,1,1664138,14,9,10,11,353.015035,0,0.785714286,0.714285714,10,0.529411765,354.0223112,353,0.627005,354,0.1041635,353,0.8146477,351,0.2735841,354,0.134868,353,0.8115138,353,0.8976838,7,3,3,3,7,2,2,1,606.1009554
327.035811,1,2054245,13,11,12,10,327.03577,0.1,0.769230769,0.923076923,8,0.375,328.0430466,327,0.676749,328,0.1188924,327,0.8506222,325,0.4960297,328,0.1473436,327,0.8477182,327,0.9275648,4,3,4,3,7,2,4,1,606.1162115
311.077254,1,1044945,14,15,16,8,311.077241,0,0.571428571,1.142857143,7,0.3,312.0845175,311,0.736039,312,0.1566736,311,0.9014541,309,0.6614070,312,0.1837407,311,0.8986914,311,0.9746536,4,3,4,6,5,2,3,1,606.1220848
249.040453,1,1696409,12,9,10,6,249.040462,0,0.5,0.833333333,8,0.555555556,250.0477381,249,0.768531,250,0.1055508,249,0.9010643,248,0.1062983,250,0.1272375,249,0.8988508,249,0.9597131,5,3,3,3,5,4,4,1,606.1373409
811.115691,1,1577539,40,27,28,19,811.115202,0.6,0.475,0.7,27,0.573770492,812.1224787,811,0.215651,812,0.3102471,811,0.6461017,805,0.8169354,812,0.3806826,811,0.6389125,811,0.8365854,2,4,2,5,5,3,5,1,608.0438345
793.141627,1,1396242,41,29,30,17,793.141023,0.8,0.414634146,0.731707317,27,0.569230769,794.1482995,793,0.261542,794,0.3319121,793,0.6824658,787,0.9823127,794,0.4007888,793,0.6754358,793,0.8687337,6,3,4,3,4,2,4,1,608.0649638
785.099921,1,1573616,38,25,26,19,785.099552,0.5,0.5,0.684210526,26,0.578947368,786.1068287,785,0.229051,786,0.288582,785,0.6457119,780,0.0032780,786,0.3567612,785,0.6387531,785,0.8300937,3,5,2,4,7,1,4,1,608.08022
781.105101,1,1299170,39,25,26,18,781.104638,0.6,0.461538462,0.666666667,27,0.6,782.111914,781,0.238597,782,0.2927437,781,0.6531406,776,0.0393810,782,0.3605764,781,0.6462172,781,0.8365854,5,4,3,3,4,2,5,1,608.0954761
767.089747,1,1170172,38,23,24,18,767.088988,1,0.473684211,0.631578947,27,0.620689655,768.096264,767,0.238597,768,0.2738531,767,0.6457119,762,0.1325523,768,0.3404703,767,0.6389125,767,0.8258693,5,4,2,5,5,3,2,1,608.1013493
571.030786,1,942176,32,11,12,11,571.030685,0.2,0.34375,0.375,27,0.811320755,572.0379612,571,0.399215,572,0.1702204,571,0.7024136,567,0.5965004,572,0.2198333,571,0.6973497,571,0.8365854,1,2,6,7,3,2,5,1,608.1166055
321.098076,1,1252090,16,17,18,7,321.097976,0.3,0.4375,1.125,8,0.36,322.1052529,321,0.745585,322,0.1797259,321,0.9163115,319,0.6043387,322,0.2076621,321,0.9134601,321,0.9918614,5,4,3,5,4,2,3,1,608.1318616
313.056553,1,1932965,13,13,14,9,313.056506,0.2,0.692307692,1.076923077,7,0.294117647,314.063782,313,0.713094,314,0.1363957,313,0.8795576,311,0.6253040,314,0.1636345,313,0.8767774,313,0.9532214,4,2,4,5,6,2,3,1,608.152991
305.103079,1,1352267,16,17,18,6,305.103062,0.1,0.375,1.125,8,0.384615385,306.1103383,305,0.768531,306,0.1811131,305,0.9307792,303,0.7336130,306,0.2076621,305,0.9280694,306,0.0025776,5,5,3,5,4,2,2,1,610.0594845
301.108145,1,1227417,17,17,18,5,301.108147,0,0.294117647,1.058823529,9,0.448275862,302.1154237,301,0.778077,302,0.1852748,301,0.9382079,299,0.7697160,302,0.2114774,301,0.9355335,302,0.0090693,5,6,1,5,7,1,1,1,610.0747407
269.081895,1,855183,16,13,14,4,269.081932,-0.1,0.25,0.875,10,0.571428571,270.0892089,269,0.787623,270,0.1516554,269,0.9307792,267,0.9921616,270,0.1750803,269,0.9283883,269,0.9941288,1,6,3,1,8,2,5,1,610.09587
827.146435,1,1314494,41,31,32,19,827.146502,-0.1,0.463414634,0.780487805,26,0.523809524,828.1537788,827,0.229051,828,0.3452537,827,0.6679981,821,0.7237640,828,0.4170797,827,0.660667,827,0.862242,3,3,2,2,5,2,8,1,610.1111262
809.136106,1,1682639,41,29,30,18,809.135938,0.2,0.43902439,0.731707317,27,0.5625,810.1432142,809,0.238597,810,0.3305249,809,0.6679981,803,0.8530384,810,0.4007888,809,0.6608265,809,0.8580176,5,3,2,5,4,2,4,1,610.1322555
797.17287,1,1350407,41,33,34,17,797.172323,0.7,0.414634146,0.829268293,25,0.507692308,798.1795997,797,0.288341,798,0.3641443,797,0.7114013,791,0.9823127,798,0.4333706,797,0.7043355,797,0.8986147,7,1,2,3,2,5,5,1,610.1475117
789.095145,1,1181614,37,25,26,20,789.094467,0.9,0.540540541,0.702702703,25,0.555555556,790.1017433,789,0.219505,790,0.2844203,789,0.6382832,783,0.9671750,790,0.3529459,789,0.631289,789,0.8236019,2,6,1,2,8,2,4,1,610.168641
749.115123,1,1342885,39,25,26,16,749.114808,0.4,0.41025641,0.666666667,27,0.612903226,750.1220848,749,0.284488,750,0.2955182,749,0.6820761,744,0.2979296,750,0.3605764,749,0.6754358,749,0.8580176,4,3,4,4,4,2,4,1,612.0387491
733.120419,1,1305444,39,25,26,15,733.119894,0.7,0.384615385,0.666666667,27,0.619047619,734.1271702,733,0.307433,734,0.2969054,733,0.6965438,728,0.4272039,734,0.3605764,733,0.6900451,733,0.8687337,3,3,5,4,4,2,4,1,612.0540052
719.104653,1,994187,38,23,24,15,719.104244,0.6,0.394736842,0.631578947,27,0.639344262,720.1115201,719,0.307433,720,0.2780149,719,0.6891151,714,0.5203752,720,0.3404703,719,0.6827404,719,0.8580176,3,1,4,5,5,3,4,1,612.0751346
555.036142,1,1757041,32,11,12,10,555.03577,0.7,0.3125,0.375,27,0.814814815,556.0430466,555,0.422161,556,0.1716076,555,0.7168813,551,0.7257747,556,0.2198333,555,0.7119591,555,0.8473015,1,1,7,7,3,1,5,1,612.0903907
357.046355,1,1757197,14,13,14,11,357.046335,0.1,0.785714286,1,8,0.294117647,358.0536113,357,0.653803,358,0.1363957,357,0.8435832,355,0.2735841,358,0.1674498,357,0.8404136,357,0.9275648,3,2,4,3,7,2,4,1,612.1115201
341.015053,1,843377,13,9,10,11,341.015035,0.1,0.846153846,0.769230769,9,0.466666667,342.0223112,341,0.640404,342,0.1013891,341,0.8216867,339,0.3667554,342,0.1310527,341,0.8186591,341,0.9019082,5,2,2,3,7,2,4,1,612.1267762
327.072172,1,1402216,14,15,16,9,327.072156,0,0.642857143,1.142857143,7,0.263157895,328.0794321,327,0.713094,328,0.1552863,327,0.8869863,325,0.5321327,328,0.1837407,327,0.8840821,327,0.9639375,4,2,4,5,5,2,3,1,612.1479056
297.061526,1,2585824,13,13,14,8,297.061591,-0.2,0.615384615,1.076923077,7,0.333333333,298.0688674,297,0.736039,298,0.137783,297,0.8940253,295,0.7545783,298,0.1636345,297,0.8913867,297,0.9639375,4,3,3,5,6,1,3,1,612.1631617
297.025257,1,1804252,12,9,10,9,297.025205,0.2,0.75,0.833333333,8,0.466666667,298.0324819,297,0.699694,298,0.1013891,297,0.8576612,295,0.7184753,298,0.1272375,297,0.8550229,297,0.9275648,5,2,3,4,5,2,4,1,614.0485259
295.009504,1,1135872,12,7,8,9,295.009555,-0.2,0.75,0.666666667,9,0.6,296.0168319,295,0.686295,296,0.085273,295,0.8431934,293,0.7184753,296,0.1109466,295,0.840573,295,0.9126243,7,1,2,4,4,3,4,1,614.0543992
281.030291,1,1914381,12,9,10,8,281.030291,0,0.666666667,0.833333333,8,0.5,282.0375673,281,0.72264,282,0.1027763,281,0.8721289,279,0.8477496,282,0.1272375,281,0.8696322,281,0.9382809,6,2,3,3,5,2,4,1,614.0696553
261.076807,1,1924941,14,13,14,5,261.076847,-0.2,0.357142857,1,8,0.47826087,262.0841236,261,0.791476,262,0.1447192,261,0.9303895,260,0.0492300,262,0.1674498,261,0.9280694,261,0.9918614,3,5,2,3,7,2,3,1,614.0907847
247.061149,1,820058,13,11,12,5,247.061197,-0.2,0.384615385,0.923076923,8,0.523809524,248.0684735,247,0.791476,248,0.1258286,247,0.9229608,246,0.1424013,248,0.1473436,247,0.9207648,247,0.9811453,3,5,2,2,7,2,4,1,614.1060408
777.109903,1,1186449,40,25,26,17,777.109723,0.2,0.425,0.65,28,0.619047619,778.1169994,777,0.248143,778,0.2969054,777,0.6605694,772,0.0754840,778,0.3643917,777,0.6536812,777,0.8430771,2,3,3,4,4,3,5,1,614.1271702
383.025748,1,1039703,15,11,12,12,383.025599,0.4,0.8,0.8,10,0.444444444,384.0328758,383,0.604059,384,0.1216669,383,0.8076087,381,0.0511384,384,0.1549741,383,0.8042092,383,0.8976838,4,4,4,2,7,1,2,1,614.1424263
343.067052,1,856509,14,15,16,10,343.06707,-0.1,0.714285714,1.142857143,7,0.222222222,344.0743467,343,0.690148,344,0.1538991,343,0.8725186,341,0.4028584,344,0.1837407,343,0.8694728,343,0.9532214,3,1,5,5,5,2,3,1,616.0489198
311.004502,1,877129,12,7,8,10,311.00447,0.1,0.833333333,0.666666667,9,0.571428571,312.0117465,311,0.663349,312,0.0838857,311,0.8287257,309,0.5892010,312,0.1109466,311,0.8259637,311,0.9019082,7,2,1,3,4,3,4,1,616.064176
283.045915,1,1705191,12,11,12,8,283.045941,-0.1,0.666666667,1,7,0.375,284.0532174,283,0.736039,284,0.1188924,283,0.8865966,281,0.8477496,284,0.1435284,283,0.8840821,283,0.9532214,4,3,4,3,5,2,3,1,616.0700492
807.120002,1,1560884,41,27,28,18,807.120288,-0.4,0.43902439,0.682926829,28,0.59375,808.1275641,807,0.225197,808,0.3144088,807,0.6535304,801,0.8530384,808,0.3844978,807,0.6463766,807,0.8430771,3,3,2,5,3,2,5,1,616.0853053
737.078698,1,1082632,37,21,22,17,737.078423,0.4,0.459459459,0.594594595,27,0.649122807,738.0856993,737,0.261542,738,0.2563498,737,0.6527509,732,0.3549979,738,0.3203641,737,0.6462172,737,0.8258693,6,3,3,6,1,2,2,1,616.1064347
371.02558,1,1181989,14,11,12,12,371.025599,-0.1,0.857142857,0.857142857,9,0.375,372.0328758,371,0.617458,372,0.1188924,371,0.8146477,369,0.1443098,372,0.1511589,371,0.8113544,371,0.9019082,3,3,3,1,8,1,4,1,616.1216909
329.051481,1,1625909,13,13,14,10,329.05142,0.2,0.769230769,1.076923077,7,0.25,330.0586967,329,0.690148,330,0.1350085,329,0.8650899,327,0.4960297,330,0.1636345,329,0.8621681,329,0.9425053,3,2,4,3,6,2,3,1,616.1428202
299.040766,1,1081784,12,11,12,9,299.040856,-0.3,0.75,1,7,0.333333333,300.048132,299,0.713094,300,0.1175052,299,0.8721289,297,0.7184753,300,0.1435284,299,0.8694728,299,0.9425053,4,2,3,4,5,2,3,1,616.1580764
295.082297,1,865927,14,15,16,7,295.082326,-0.1,0.5,1.142857143,7,0.333333333,296.0896029,295,0.758985,296,0.1580608,295,0.9159218,293,0.7906813,296,0.1837407,295,0.9133007,295,0.9853697,3,3,3,5,5,2,2,1,618.0434405
281.066645,1,1714705,13,13,14,7,281.066676,-0.1,0.538461538,1.076923077,7,0.368421053,282.0739528,281,0.758985,282,0.1391702,281,0.908493,279,0.8838526,282,0.1636345,281,0.905996,281,0.9746536,3,3,3,4,6,1,3,1,618.0645699
267.050983,1,2940729,12,11,12,7,267.051026,-0.2,0.583333333,1,7,0.411764706,268.0583027,267,0.758985,268,0.1202796,267,0.9010643,265,0.9770240,268,0.1435284,267,0.8986914,267,0.9639375,3,3,3,4,5,2,3,1,618.0856993
823.151599,1,957654,42,31,32,18,823.151588,0,0.428571429,0.761904762,27,0.545454545,824.1588642,823,0.238597,824,0.3494155,823,0.6754268,817,0.7598670,824,0.4208949,823,0.6681311,823,0.8687337,5,3,1,2,4,3,4,1,618.1009554
747.136121,1,912617,40,27,28,15,747.135544,0.8,0.375,0.7,27,0.6,748.1428202,747,0.307433,748,0.315796,747,0.7039725,742,0.3340326,748,0.3806826,747,0.6973497,747,0.8794498,3,2,3,4,5,2,3,1,618.1220848
343.030737,1,1493690,13,11,12,11,343.030685,0.2,0.846153846,0.923076923,8,0.333333333,344.0379612,343,0.653803,344,0.1175052,343,0.8361545,341,0.3667554,344,0.1473436,343,0.8331089,343,0.9168487,3,2,4,3,7,1,2,1,618.1373409
279.087358,1,1032123,14,15,16,6,279.087412,-0.2,0.428571429,1.142857143,7,0.363636364,280.0946882,279,0.78193,280,0.159448,279,0.9303895,277,0.9199556,280,0.1837407,279,0.92791,279,0.9960858,3,4,2,5,5,1,2,1,618.1737264
275.092448,1,952846,15,15,16,5,275.092497,-0.2,0.333333333,1.066666667,8,0.44,276.0997736,275,0.791476,276,0.1636098,275,0.9378182,273,0.9560586,276,0.187556,275,0.9353741,276,0.0025776,3,5,1,3,7,1,2,1,620.0438345
265.071698,1,1130282,13,13,14,6,265.071762,-0.2,0.461538462,1.076923077,7,0.4,266.0790382,265,0.78193,266,0.1405575,265,0.9229608,264,0.0131270,266,0.1636345,265,0.9206054,265,0.9853697,3,4,2,4,6,1,2,1,620.0590906
583.031078,1,1013059,33,11,12,11,583.030685,0.7,0.333333333,0.363636364,28,0.818181818,584.0379612,583,0.385816,584,0.1729948,583,0.6953746,579,0.5033291,584,0.2236486,583,0.6902045,583,0.832361,1,1,5,6,4,1,3,1,620.0649638
267.014671,1,905333,11,7,8,8,267.014641,0.1,0.727272727,0.727272727,8,0.571428571,268.0219172,267,0.72264,268,0.0838857,267,0.8647002,265,0.9409210,268,0.1071313,267,0.8623275,267,0.9275648,6,2,2,3,1,3,4,1,620.08022
251.056074,1,1326942,12,11,12,6,251.056112,-0.2,0.5,1,7,0.444444444,252.0633881,251,0.78193,252,0.1216669,251,0.915532,250,0.1062983,252,0.1435284,251,0.9133007,251,0.9746536,3,4,1,3,5,2,3,1,620.1013493
837.131019,1,1182874,42,29,30,19,837.130852,0.2,0.452380952,0.714285714,28,0.569230769,838.1381288,837,0.202252,838,0.3319121,837,0.6464914,831,0.6305927,838,0.404604,837,0.6390719,837,0.8430771,4,3,2,2,2,2,5,1,620.1166055
809.099027,1,1186001,40,25,26,19,809.099552,-0.6,0.475,0.65,28,0.606557377,810.1068287,809,0.202252,810,0.294131,809,0.6316339,803,0.8169354,810,0.3643917,809,0.6244626,809,0.8216449,4,4,1,5,4,1,1,1,620.1377348
783.084057,1,1007599,38,23,24,19,783.083902,0.2,0.5,0.631578947,27,0.614035088,784.0911786,783,0.215651,784,0.2724659,783,0.6312442,778,0.0032780,784,0.3404703,783,0.6243032,783,0.8151532,2,5,1,4,5,2,1,1,620.152991
345.046427,1,1750913,13,13,14,11,345.046335,0.3,0.846153846,1.076923077,7,0.2,346.0536113,345,0.667203,346,0.1336213,345,0.8506222,343,0.3667554,346,0.1636345,345,0.8475588,345,0.9317892,1,2,4,3,6,1,3,1,622.0594845
315.035815,1,1043576,12,11,12,10,315.03577,0.1,0.833333333,1,7,0.285714286,316.0430466,315,0.690148,316,0.1161179,315,0.8576612,313,0.5892010,316,0.1435284,315,0.8548635,315,0.9317892,3,2,3,3,5,1,3,1,622.0747407
313.020146,1,955681,12,9,10,10,313.02012,0.1,0.833333333,0.833333333,8,0.428571429,314.0273965,313,0.676749,314,0.1000018,313,0.8431934,311,0.5892010,314,0.1272375,313,0.8404136,313,0.9168487,4,2,2,3,5,2,2,1,622.0806139
823.114986,1,1315293,41,27,28,19,823.115202,-0.3,0.463414634,0.682926829,28,0.587301587,824.1224787,823,0.202252,824,0.3130215,823,0.6390627,817,0.7237640,824,0.3844978,823,0.6317673,823,0.832361,4,3,2,2,3,2,3,1,622.09587
851.147128,1,1042723,43,31,32,19,851.146502,0.7,0.441860465,0.744186047,28,0.552238806,852.1537788,851,0.202252,852,0.3508027,851,0.6539201,845,0.5374214,852,0.4247102,851,0.6463766,851,0.8537932,4,2,2,1,3,2,3,1,622.1111262
831.105102,1,828755,39,27,28,21,831.105032,0.1,0.538461538,0.717948718,26,0.543859649,832.112308,831,0.18316,832,0.3046981,831,0.6242052,825,0.6515580,832,0.3768673,831,0.6168391,831,0.8193776,1,6,1,1,5,1,2,1,622.1169994
821.136121,1,1420605,42,29,30,18,821.135938,0.2,0.428571429,0.714285714,28,0.575757576,822.1432142,821,0.225197,822,0.3332994,821,0.6609591,815,0.7598670,822,0.404604,821,0.6536812,821,0.8537932,3,2,2,2,2,3,3,1,622.1322555
551.265309,1,972059,32,39,40,8,551.265042,0.5,0.25,1.25,13,0.321428571,552.2723183,551,0.655643,552,0.4000074,551,0.9483648,547,0.9843233,552,0.4479061,551,0.9434759,552,0.0779006,11,1,1,1,1,1,1,1,622.168641
269.03026,1,1299593,11,9,10,8,269.030291,-0.1,0.727272727,0.909090909,7,0.428571429,270.0375673,269,0.736039,270,0.1000018,269,0.8791679,267,0.9409210,270,0.1234222,269,0.8767774,269,0.9425053,4,2,1,3,2,2,3,1,624.0328758
775.130033,1,927576,41,27,28,16,775.130458,-0.5,0.390243902,0.682926829,28,0.606060606,776.1377348,775,0.271088,776,0.3171833,775,0.6824658,770,0.1115870,776,0.3844978,775,0.6755952,775,0.8645093,1,1,4,3,3,2,2,1,624.0751346
487.061556,1,956194,33,11,12,5,487.061197,0.7,0.151515152,0.363636364,28,0.836065574,488.0684735,487,0.523489,488,0.1813183,487,0.7821809,484,0.2789750,488,0.2236486,487,0.7778604,487,0.8966576,2,1,6,1,4,1,1,1,624.0903907
301.056566,1,2112403,12,13,14,9,301.056506,0.2,0.75,1.166666667,6,0.2,302.063782,301,0.726493,302,0.1336213,301,0.8865966,299,0.7184753,302,0.1598193,301,0.8839226,301,0.9574458,1,2,4,4,2,1,2,1,624.1115201
505.071808,1,1432484,33,13,14,6,505.071762,0.1,0.181818182,0.424242424,27,0.8,506.0790382,505,0.513943,506,0.1960471,505,0.7821809,502,0.1497007,506,0.2399395,505,0.7777009,505,0.900882,2,2,6,1,2,1,1,1,624.1267762
285.025174,1,999870,11,9,10,9,285.025205,-0.1,0.818181818,0.909090909,7,0.384615385,286.0324819,285,0.713094,286,0.0986146,285,0.8647002,283,0.8116467,286,0.1234222,285,0.8621681,285,0.9317892,4,1,2,1,2,2,3,1,624.1479056
805.103847,1,873842,41,25,26,18,805.104638,-1,0.43902439,0.634146341,29,0.625,806.111914,805,0.211798,806,0.2982927,805,0.6390627,799,0.8530384,806,0.3682069,805,0.6319267,805,0.8281366,2,1,2,5,1,1,2,1,626.0543992
285.0617,1,823074,12,13,14,8,285.061591,0.4,0.666666667,1.166666667,6,0.25,286.0688674,285,0.749439,286,0.1350085,285,0.9010643,283,0.8477496,286,0.1598193,285,0.898532,285,0.9681619,2,2,3,3,2,1,1,1,626.0696553
1128.962136,1,2515613,39,21,22,40,1128.96145,0,1.025641026,0.564102564,29,0.473684211,1129.968736,1128,0.706997,1130,0.2299922,1129,0.3059154,1121,0.1953461,1130,0.3279946,1129,0.2959126,1129,0.5709501,1,7,1,1,1,1,1,1,626.0907847
409.244317,1,1259841,19,37,38,9,409.244306,0,0.473684211,2,1,-0.24137931,410.2515828,409,0.79349,410,0.3464358,410,0.0109363,407,0.0662761,410,0.382017,410,0.0073046,410,0.107161,1,1,1,7,1,1,1,1,626.1060408
835.11439,1,879251,42,27,28,19,835.115202,-1,0.452380952,0.666666667,29,0.6,836.1224787,835,0.188853,836,0.315796,835,0.6320237,829,0.6305927,836,0.3883131,835,0.6246221,835,0.8281366,1,2,2,2,2,1,2,1,626.1271702
759.256671,1,1506942,30,47,48,22,759.256447,0.3,0.733333333,1.6,7,-0.210526316,760.2637232,759,0.414802,760,0.4395015,759,0.8177656,754,0.3608256,760,0.5054393,759,0.8110355,759,0.9960858,1,1,5,1,1,1,2,1,626.1424263
515.056397,1,1125915,34,11,12,6,515.056112,0.6,0.176470588,0.352941176,29,0.838709677,516.0633881,515,0.487144,516,0.1827055,515,0.7606742,512,0.0565293,516,0.2274638,515,0.7561059,515,0.8817171,1,1,6,1,1,1,1,1,626.1635557
501.076429,1,1360666,34,13,14,5,501.076847,-0.8,0.147058824,0.411764706,28,0.80952381,502.0841236,501,0.523489,502,0.2002089,501,0.7896096,498,0.1858037,502,0.2437547,501,0.785165,501,0.9073737,2,1,4,1,2,1,1,1,628.0489198
271.045942,1,822494,11,11,12,8,271.045941,0,0.727272727,1.090909091,6,0.285714286,272.0532174,271,0.749439,272,0.1161179,271,0.8936356,269,0.9409210,272,0.1397131,271,0.8912273,271,0.9574458,2,2,1,3,1,1,2,1,628.0700492
587.077308,1,939670,37,15,16,8,587.077241,0.1,0.216216216,0.432432432,30,0.787878788,588.0845175,587,0.427854,588,0.2204867,587,0.7395572,583,0.5184668,588,0.2714914,587,0.7343513,587,0.8774927,1,1,5,1,1,1,1,1,628.0853053
691.051408,1,3279888,39,15,16,13,691.051814,-0.6,0.333333333,0.41025641,32,0.784615385,692.0590906,691,0.286328,692,0.2190994,691,0.6531406,686,0.6857526,692,0.2791219,691,0.6470143,691,0.8154634,1,1,3,1,2,1,1,1,628.1064347
1129.495667,1,970894,68,73,74,15,1129.49549,0,0.220588235,1.088235294,32,0.404958678,1130.502772,1129,0.240437,1130,0.7641518,1129,0.8396383,1121,0.7252358,1130,0.8622005,1129,0.8296307,1130,0.1047982,1,1,1,1,1,1,1,1,628.1216909
977.569529,1,917981,49,85,86,19,977.569054,0.5,0.387755102,1.755102041,7,-0.063291139,978.5763306,977,0.483639,978,0.8025842,978,0.0023146,970,0.9783935,978,0.8874563,977,0.9936519,978,0.2318401,1,1,1,1,1,1,1,1,628.1428202
387.051027,1,1653429,22,11,12,7,387.051026,0,0.318181818,0.545454545,17,0.72972973,388.0583027,387,0.624991,388,0.1480245,387,0.8306744,385,0.0453108,388,0.1816808,387,0.8272392,387,0.9216937,6,4,6,6,8,5,8,0,630.0434405
605.166885,1,1515661,32,29,30,12,605.16645,0.7,0.375,0.9375,18,0.461538462,606.1737264,605,0.496864,606,0.313878,605,0.8181553,601,0.4672261,606,0.3664515,605,0.8127893,605,0.9603337,11,5,4,6,4,5,6,0,630.0645699
523.160708,1,1015009,28,27,28,10,523.160971,-0.5,0.357142857,1,15,0.434782609,524.1682471,523,0.582953,524,0.2894384,523,0.860779,520,0.0984600,524,0.3348996,523,0.8561389,523,0.9837229,9,5,4,8,3,5,6,0,630.0856993
707.161573,1,883753,35,31,32,16,707.161759,-0.3,0.457142857,0.914285714,20,0.444444444,708.169035,707,0.378283,708,0.3327686,707,0.7536352,702,0.6706149,708,0.3941882,707,0.7473663,707,0.9197366,9,1,6,6,1,6,9,0,630.1009554
687.172078,1,1483830,36,31,32,14,687.171929,0.2,0.388888889,0.888888889,21,0.482758621,688.1792057,687,0.410775,688,0.3383175,687,0.7755317,682,0.8359922,688,0.3980034,687,0.7694397,687,0.9369444,10,4,3,6,4,5,6,0,630.1220848
571.161385,1,1062230,32,27,28,10,571.160971,0.7,0.3125,0.875,19,0.518518519,572.1682471,571,0.529356,572,0.3005364,571,0.8326231,567,0.7257747,572,0.3501606,571,0.8275581,571,0.9668254,9,5,1,7,8,3,5,0,630.1373409
601.171717,1,991799,33,29,30,11,601.171535,0.3,0.333333333,0.909090909,19,0.490909091,602.1788118,601,0.50641,602,0.3180397,601,0.8255841,597,0.5033291,602,0.3702668,601,0.8202534,601,0.9668254,10,5,2,6,5,4,5,0,630.1737264
507.071896,1,989080,29,15,16,9,507.072156,-0.5,0.310344828,0.551724138,22,0.714285714,508.0794321,507,0.512103,508,0.1969036,507,0.7814014,504,0.1345630,508,0.2409694,507,0.7769038,507,0.9005717,1,2,7,8,6,4,9,0,632.0649638
817.161399,1,851109,40,33,34,19,817.162152,-0.9,0.475,0.85,24,0.475409836,818.1694289,817,0.255849,818,0.3585953,817,0.6895048,811,0.8169354,818,0.4295553,817,0.6822621,817,0.8814068,7,1,5,5,4,5,9,0,632.08022
779.146695,1,1052103,37,31,32,19,779.146502,0.2,0.513513514,0.864864865,22,0.454545455,780.1537788,779,0.282648,780,0.3341558,779,0.6961541,774,0.0964493,780,0.4018187,779,0.6892479,779,0.8791395,5,2,5,4,6,5,9,0,632.1013493
739.166686,1,1033985,39,31,32,15,739.166844,-0.2,0.384615385,0.820512821,24,0.523809524,740.1741204,739,0.347631,740,0.3452537,739,0.739947,734,0.4272039,740,0.4094492,739,0.7333947,739,0.9135552,9,3,3,4,6,5,6,0,632.1166055
541.150415,1,908549,31,25,26,9,541.150406,0,0.290322581,0.838709677,19,0.547169811,542.1576824,541,0.552301,542,0.283033,541,0.8396621,537,0.9482203,542,0.3300545,541,0.8348627,541,0.9668254,8,6,1,4,10,2,5,0,632.1377348
641.166752,1,1083596,35,29,30,12,641.16645,0.5,0.342857143,0.857142857,21,0.517241379,642.1737264,641,0.456666,642,0.3222014,641,0.7970384,637,0.1877121,642,0.3778973,641,0.7913536,641,0.9476605,10,5,1,4,8,4,3,0,632.152991
437.030549,1,1073576,25,9,10,8,437.030291,0.6,0.32,0.4,21,0.80952381,438.0375673,437,0.548448,438,0.1388446,437,0.780622,434,0.6365225,438,0.1768357,437,0.7767443,437,0.8833639,1,1,7,7,2,5,11,0,634.0594845
815.146793,1,1578154,40,31,32,19,815.146502,0.4,0.475,0.8,25,0.508196721,816.1537788,815,0.24245,816,0.3424793,815,0.6750371,809,0.8169354,816,0.4132644,815,0.6678123,815,0.8664664,5,3,3,5,4,4,9,0,634.0806139
557.05156,1,1534728,32,13,14,10,557.05142,0.3,0.3125,0.4375,26,0.777777778,558.0586967,557,0.43556,558,0.1877237,557,0.731349,553,0.7257747,558,0.2361242,557,0.7264089,557,0.862242,3,1,5,7,5,4,8,0,634.09587
801.167928,1,921472,40,33,34,18,801.167238,0.9,0.45,0.85,24,0.483870968,802.1745143,801,0.278795,802,0.3599826,801,0.7039725,795,0.9462097,802,0.4295553,801,0.6968714,801,0.892123,7,1,3,5,4,5,7,0,634.1111262
