Index,m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
1305,433.041201,1,18000350,19,13,14,12,433.041249,-0.1,0.631578947,0.736842105,13,0.538461538,434.0485259,433,0.563861,434,0.1488809,433,0.7939205,430,0.6784532,434,0.186526,433,0.7900782,433,0.8957268,9,5,6,7,10,6,9,1,574.1475117
1307,433.056452,1,23280096,23,13,14,9,433.056506,-0.1,0.391304348,0.608695652,17,0.675675676,434.063782,433,0.5791,434,0.1641406,433,0.8091677,430,0.6935909,434,0.201787,433,0.8053252,433,0.9109776,10,6,8,7,10,6,10,1,572.0590906
1309,433.077602,1,25111011,20,17,18,11,433.077635,-0.1,0.55,0.9,12,0.448275862,434.0849114,433,0.600206,434,0.1852748,433,0.8302847,430,0.7145562,434,0.2229231,433,0.826442,433,0.9320995,10,7,7,8,10,6,8,1,570.0645699
1311,433.092853,1,24967652,24,17,18,8,433.092891,-0.1,0.333333333,0.75,16,0.6,434.1001676,433,0.615445,434,0.2005345,433,0.8455318,430,0.7296939,434,0.2381841,433,0.8416891,433,0.9473503,10,6,5,8,12,4,8,1,558.0645699
1312,433.113996,1,4666855,21,21,22,10,433.11402,-0.1,0.476190476,1.047619048,11,0.375,434.1212969,433,0.636551,434,0.2216688,433,0.8666488,430,0.7506592,434,0.2593202,433,0.8628059,433,0.9684722,9,5,5,7,10,4,7,1,534.1525971
1313,433.129241,1,3304936,25,21,22,7,433.129277,-0.1,0.28,0.88,15,0.534883721,434.1365531,433,0.65179,434,0.2369284,433,0.881896,430,0.7657969,434,0.2745812,433,0.8780529,433,0.9837229,9,7,4,6,12,3,5,1,532.1216909
1320,435.020492,1,3497663,18,11,12,13,435.020514,-0.1,0.722222222,0.666666667,13,0.565217391,436.0277905,435,0.540915,436,0.1286031,435,0.7720241,432,0.6423502,436,0.1664199,435,0.7681642,435,0.8742946,9,5,4,5,10,4,7,1,526.1475117
1321,435.035752,1,12192449,22,11,12,10,435.03577,0,0.454545455,0.545454545,17,0.705882353,436.0430466,435,0.556155,436,0.1438628,435,0.7872712,432,0.6574879,436,0.1816808,435,0.7834113,435,0.8895453,11,5,8,5,8,6,11,1,522.1525971
1323,435.056872,1,19225284,19,15,16,12,435.0569,-0.1,0.631578947,0.842105263,12,0.461538462,436.064176,435,0.57726,436,0.164997,435,0.8083882,432,0.6784532,436,0.2028169,435,0.804528,435,0.9106673,10,6,7,7,11,5,9,1,520.0853053
1326,435.072095,1,51354309,23,15,16,9,435.072156,-0.1,0.391304348,0.695652174,16,0.621621622,436.0794321,435,0.592499,436,0.1802567,435,0.8236354,432,0.6935909,436,0.2180779,435,0.8197751,435,0.925918,10,7,4,7,11,6,9,1,516.1267762
1327,435.093246,1,10447560,20,19,20,11,435.093285,-0.1,0.55,1,11,0.379310345,436.1005615,435,0.613605,436,0.2013909,435,0.8447524,432,0.7145562,436,0.239214,435,0.8408919,435,0.94704,9,6,6,8,11,5,8,1,516.0540052
1328,435.108521,1,19876554,24,19,20,8,435.108541,0,0.333333333,0.833333333,15,0.55,436.1158176,435,0.628844,436,0.2166506,435,0.8599996,432,0.7296939,436,0.254475,435,0.8561389,435,0.9622907,8,7,6,8,11,4,8,1,512.0743467
1335,437.015028,1,3551146,21,9,10,11,437.015035,0,0.523809524,0.476190476,17,0.741935484,438.0223112,437,0.533209,438,0.1235849,437,0.7653748,434,0.6213849,438,0.1615747,437,0.7614973,437,0.8681131,11,3,6,7,6,6,9,1,506.1060408
1337,437.036179,1,5252012,18,13,14,13,437.036164,0,0.722222222,0.777777778,12,0.47826087,438.0434405,437,0.554315,438,0.1447192,437,0.7864918,434,0.6423502,438,0.1827108,437,0.7826141,437,0.8892351,9,6,5,5,11,4,8,1,506.0696553
1342,437.072526,1,11588529,19,17,18,12,437.07255,-0.1,0.631578947,0.947368421,11,0.384615385,438.079826,437,0.59066,438,0.1811131,437,0.8228559,434,0.6784532,438,0.2191079,437,0.8189779,437,0.9256078,8,6,7,7,12,5,8,1,504.1420324
1343,437.10877,1,2384565,20,21,22,11,437.108935,-0.4,0.55,1.1,10,0.310344828,438.1162115,437,0.627005,438,0.217507,437,0.8592201,434,0.7145562,438,0.2555049,437,0.8553418,437,0.9619805,8,4,5,8,8,4,6,1,500.1318616
1344,437.124172,1,9530295,24,21,22,8,437.124191,0,0.333333333,0.916666667,14,0.5,438.1314677,437,0.642244,438,0.2327667,437,0.8744673,434,0.7296939,438,0.2707659,437,0.8705888,437,0.9772312,10,7,5,8,10,4,7,1,498.0586967
1350,439.030657,1,15715488,21,11,12,11,439.030685,-0.1,0.523809524,0.571428571,16,0.677419355,440.0379612,439,0.546608,440,0.139701,439,0.7798425,436,0.6213849,440,0.1778656,439,0.7759472,439,0.8830536,11,5,7,7,10,6,10,1,492.0903907
1353,439.051894,1,5627042,18,15,16,13,439.051814,0.2,0.722222222,0.888888889,11,0.391304348,440.0590906,439,0.567714,440,0.1608353,439,0.8009595,436,0.6423502,440,0.1990017,439,0.797064,439,0.9041756,7,6,6,5,11,4,8,1,490.0747407
1357,439.103409,1,39582889,23,19,20,9,439.103456,-0.1,0.391304348,0.869565217,14,0.513513514,440.1107322,439,0.619298,440,0.2124889,439,0.8525708,436,0.6935909,440,0.2506598,439,0.8486748,439,0.955799,10,7,6,7,10,5,7,1,486.0586967
1358,439.139818,1,3050669,24,23,24,8,439.139841,-0.1,0.333333333,1,13,0.45,440.1471177,439,0.655643,440,0.2488828,439,0.888935,436,0.7296939,440,0.2870568,439,0.8850387,439,0.9921717,11,6,3,8,10,4,4,1,480.0328758
1364,441.009839,1,3063706,20,9,10,12,441.009949,-0.3,0.6,0.5,16,0.714285714,442.0172258,441,0.523663,442,0.1194232,441,0.7579461,438,0.5852819,442,0.1577594,441,0.7540332,441,0.8616214,10,4,5,7,6,5,8,1,476.0590906
1367,441.046285,1,34880927,21,13,14,11,441.046335,-0.1,0.523809524,0.666666667,15,0.612903226,442.0536113,441,0.560008,442,0.1558171,441,0.7943102,438,0.6213849,442,0.1941565,441,0.790397,441,0.8979941,11,6,8,7,11,5,10,1,464.0954761
1368,441.061566,1,2849185,25,13,14,8,441.061591,-0.1,0.32,0.56,19,0.714285714,442.0688674,441,0.575247,442,0.1710768,441,0.8095574,438,0.6365225,442,0.2094175,441,0.8056441,441,0.9132449,8,4,7,7,9,5,11,1,460.1158176
1372,441.082672,1,68058532,22,17,18,10,441.08272,-0.1,0.454545455,0.818181818,14,0.529411765,442.0899968,441,0.596353,442,0.192211,441,0.8306744,438,0.6574879,442,0.2305536,441,0.8267609,441,0.9343668,10,7,6,5,11,4,7,1,458.1212969
1374,441.09793,1,3090853,26,17,18,7,441.097976,-0.1,0.269230769,0.692307692,18,0.644444444,442.1052529,441,0.611592,442,0.2074707,441,0.8459216,438,0.6726255,442,0.2458146,441,0.8420079,441,0.9496176,4,6,5,5,10,3,8,1,450.1314677
1376,441.119093,1,11648424,23,21,22,9,441.119106,0,0.391304348,0.956521739,13,0.459459459,442.1263823,441,0.632698,442,0.228605,441,0.8670386,438,0.6935909,442,0.2669507,441,0.8631247,441,0.9707395,10,5,5,7,10,5,7,1,450.079826
1383,443.025562,1,9948835,20,11,12,12,443.025599,-0.1,0.6,0.6,15,0.642857143,444.0328758,443,0.537062,444,0.1355393,443,0.7724138,440,0.5852819,444,0.1740504,443,0.7684831,443,0.8765619,11,6,6,7,10,6,8,1,448.1005615
1384,443.040691,1,2669221,24,11,12,9,443.040856,-0.4,0.375,0.5,19,0.743589744,444.048132,443,0.552301,444,0.150799,443,0.787661,440,0.6004195,444,0.1893113,443,0.7837301,443,0.8918127,8,3,8,8,8,6,12,1,444.0845175
1388,443.061964,1,45842088,21,15,16,11,443.061985,0,0.523809524,0.761904762,14,0.548387097,444.0692614,443,0.573407,444,0.1719332,443,0.8087779,440,0.6213849,444,0.2104474,443,0.8048469,443,0.9129346,9,7,7,7,11,6,10,1,444.0328758
1390,443.077241,1,8455850,25,15,16,8,443.077241,0,0.32,0.64,18,0.666666667,444.0845175,443,0.588646,444,0.1871929,443,0.8240251,440,0.6365225,444,0.2257084,443,0.820094,443,0.9281854,9,6,7,7,10,4,10,1,442.1263823
1391,443.113563,1,3063983,26,19,20,7,443.113627,-0.1,0.269230769,0.769230769,17,0.6,444.120903,443,0.624991,444,0.2235868,443,0.8603893,440,0.6726255,444,0.2621055,443,0.8564578,443,0.9645581,5,6,4,5,13,3,6,1,442.0899968
1392,443.134747,1,2574002,23,23,24,9,443.134756,0,0.391304348,1.043478261,12,0.405405405,444.1420324,443,0.646097,444,0.2447211,443,0.8815063,440,0.6935909,444,0.2832416,443,0.8775746,443,0.98568,9,6,4,7,9,5,7,1,416.1107322
1401,445.041239,1,20602807,20,13,14,12,445.041249,0,0.6,0.7,14,0.571428571,446.0485259,445,0.550462,446,0.1516554,445,0.7868815,442,0.5852819,446,0.1903413,445,0.7829329,445,0.8915024,11,6,7,7,11,5,9,1,416.0379612
1402,445.056496,1,13242297,24,13,14,9,445.056506,0,0.375,0.583333333,18,0.692307692,446.063782,445,0.565701,446,0.1669151,445,0.8021287,442,0.6004195,446,0.2056023,445,0.79818,445,0.9067532,10,6,9,8,9,6,10,1,414.0223112
1404,445.077619,1,36077500,21,17,18,11,445.077635,0,0.523809524,0.857142857,13,0.483870968,446.0849114,445,0.586806,446,0.1880493,445,0.8232457,442,0.6213849,446,0.2267383,445,0.8192968,445,0.9278751,10,6,6,7,11,6,9,1,412.1158176
1406,445.092877,1,15404990,25,17,18,8,445.092891,0,0.32,0.72,17,0.619047619,446.1001676,445,0.602046,446,0.203309,445,0.8384929,442,0.6365225,446,0.2419993,445,0.8345438,445,0.9431259,9,6,6,7,12,4,9,1,410.063782
1408,445.113954,1,8552385,22,21,22,10,445.11402,-0.1,0.454545455,1,12,0.411764706,446.1212969,445,0.623151,446,0.2244432,445,0.8596098,442,0.6574879,446,0.2631354,445,0.8556606,445,0.9642478,11,7,5,5,10,3,8,1,406.0899968
1409,445.129227,1,2522563,26,21,22,7,445.129277,-0.1,0.269230769,0.846153846,16,0.555555556,446.1365531,445,0.63839,446,0.2397029,445,0.874857,442,0.6726255,446,0.2783964,445,0.8709077,445,0.9794986,8,7,4,5,12,4,5,1,394.0688674
1414,447.020551,1,3341521,19,11,12,13,447.020514,0.1,0.684210526,0.631578947,14,0.6,448.0277905,447,0.527516,448,0.1313776,447,0.7649851,444,0.5491789,448,0.1702351,447,0.761019,447,0.8700702,9,5,5,6,10,5,7,1,390.0950822
1415,447.035726,1,8007891,23,11,12,10,447.03577,-0.1,0.434782609,0.52173913,18,0.722222222,448.0430466,447,0.542755,448,0.1466372,447,0.7802322,444,0.5643166,448,0.1854961,447,0.776266,447,0.885321,10,5,7,8,7,6,11,1,386.0273965
1419,447.056893,1,28295382,20,15,16,12,447.0569,0,0.6,0.8,13,0.5,448.064176,447,0.563861,448,0.1677715,447,0.8013492,444,0.5852819,448,0.2066322,447,0.7973828,447,0.9064429,9,6,7,7,11,5,10,1,382.0324819
1422,447.072144,1,32923864,24,15,16,9,447.072156,0,0.375,0.666666667,17,0.641025641,448.0794321,447,0.5791,448,0.1830312,447,0.8165964,444,0.6004195,448,0.2218932,447,0.8126299,447,0.9216937,10,6,8,8,12,5,9,1,380.0532174
1424,447.093229,1,16056540,21,19,20,11,447.093285,-0.1,0.523809524,0.952380952,12,0.419354839,448.1005615,447,0.600206,448,0.2041654,447,0.8377134,444,0.6213849,448,0.2430293,447,0.8337467,447,0.9428156,10,6,4,7,12,5,10,1,378.0586967
1425,447.108492,1,16380126,25,19,20,8,447.108541,-0.1,0.32,0.8,16,0.571428571,448.1158176,447,0.615445,448,0.2194251,447,0.8529606,444,0.6365225,448,0.2582902,447,0.8489937,447,0.9580664,10,7,5,7,13,5,9,1,374.1001676
1433,449.014992,1,2522617,22,9,10,11,449.015035,-0.1,0.5,0.454545455,18,0.757575758,450.0223112,449,0.51981,450,0.1263594,449,0.7583358,446,0.5282136,450,0.1653899,449,0.7543521,449,0.8638888,10,3,6,8,5,6,9,1,368.0896029
1435,449.036138,1,7948796,19,13,14,13,449.036164,-0.1,0.684210526,0.736842105,13,0.52,450.0434405,449,0.540915,450,0.1474937,449,0.7794528,446,0.5491789,450,0.186526,449,0.7754689,449,0.8850107,9,6,6,6,10,4,8,1,368.0532174
1437,449.051407,1,27505150,23,13,14,10,449.05142,0,0.434782609,0.608695652,17,0.666666667,450.0586967,449,0.556155,450,0.1627533,449,0.7947,446,0.5643166,450,0.201787,449,0.7907159,449,0.9002615,11,5,8,8,10,6,10,1,362.063782
1439,449.072541,1,18424321,20,17,18,12,449.07255,0,0.6,0.9,12,0.428571429,450.079826,449,0.57726,450,0.1838876,449,0.8158169,446,0.5852819,450,0.2229231,449,0.8118327,449,0.9213834,10,6,6,7,10,6,9,1,356.0896029
1440,449.08779,1,50471428,24,17,18,9,449.087806,0,0.375,0.75,16,0.58974359,450.0950822,449,0.592499,450,0.1991473,449,0.8310641,446,0.6004195,450,0.2381841,449,0.8270798,449,0.9366341,10,7,6,8,12,5,9,1,354.0739528
1441,449.108924,1,4763143,21,21,22,11,449.108935,0,0.523809524,1.047619048,11,0.35483871,450.1162115,449,0.613605,450,0.2202815,449,0.8521811,446,0.6213849,450,0.2593202,449,0.8481965,449,0.9577561,9,5,6,7,10,5,7,1,354.0375673
1442,449.124188,1,9060873,25,21,22,8,449.124191,0,0.32,0.88,15,0.523809524,450.1314677,449,0.628844,450,0.2355412,449,0.8674283,446,0.6365225,450,0.2745812,449,0.8634436,449,0.9730068,8,7,5,7,12,4,7,1,352.0946882
1450,451.030637,1,11060016,22,11,12,11,451.030685,-0.1,0.5,0.545454545,17,0.696969697,452.0379612,451,0.533209,452,0.1424755,451,0.7728035,448,0.5282136,452,0.1816808,451,0.7688019,451,0.8788292,11,5,7,8,8,6,10,1,342.0739528
1452,451.051791,1,9935667,19,15,16,13,451.051814,-0.1,0.684210526,0.842105263,12,0.44,452.0590906,451,0.554315,452,0.1636098,451,0.7939205,448,0.5491789,452,0.2028169,451,0.7899187,451,0.8999512,9,6,6,6,11,5,8,1,340.0946882
1453,451.067016,1,65094454,23,15,16,10,451.06707,-0.1,0.434782609,0.695652174,16,0.611111111,452.0743467,451,0.569554,452,0.1788694,451,0.8091677,448,0.5643166,452,0.2180779,451,0.8051658,451,0.9152019,10,5,8,8,11,6,10,1,328.0583027
1456,451.088199,1,8667961,20,19,20,12,451.0882,0,0.6,1,11,0.357142857,452.0954761,451,0.59066,452,0.2000037,451,0.8302847,448,0.5852819,452,0.239214,451,0.8262826,451,0.9363239,8,5,7,7,11,5,9,1,326.0790382
1457,451.139794,1,3017025,25,23,24,8,451.139841,-0.1,0.32,0.96,14,0.476190476,452.1471177,451,0.642244,452,0.2516573,451,0.881896,448,0.6365225,452,0.2908721,451,0.8778935,451,0.9879473,10,6,4,7,10,4,5,1,738.1432142
1472,453.00989,1,1996399,21,9,10,12,453.009949,-0.1,0.571428571,0.476190476,17,0.733333333,454.0172258,453,0.510264,454,0.1221977,453,0.7509071,450,0.4921106,454,0.1615747,453,0.746888,453,0.857397,10,4,5,7,6,6,9,1,730.1169994
1473,453.025477,1,1960561,25,9,10,9,453.025205,0.6,0.36,0.4,21,0.804878049,454.0324819,453,0.525503,454,0.1374574,453,0.7661543,450,0.5072482,454,0.1768357,453,0.762135,453,0.8726478,8,3,8,9,4,6,13,1,724.1275641
1474,453.030888,1,2154098,18,13,14,14,453.031079,-0.4,0.777777778,0.777777778,12,0.454545455,454.0383552,453,0.531369,454,0.1433319,453,0.7720241,450,0.5130759,454,0.1827108,453,0.7680048,453,0.878519,8,5,4,4,11,3,6,1,720.1326495
1476,453.046321,1,30450805,22,13,14,11,453.046335,0,0.5,0.636363636,16,0.636363636,454.0536113,453,0.546608,454,0.1585916,453,0.7872712,450,0.5282136,454,0.1979718,453,0.7832518,453,0.8937697,11,6,8,8,10,5,10,1,716.1013493
1478,453.067429,1,6968440,19,17,18,13,453.067464,-0.1,0.684210526,0.947368421,11,0.36,454.0747407,453,0.567714,454,0.1797259,453,0.8083882,450,0.5491789,454,0.2191079,453,0.8043686,453,0.9148917,7,5,7,6,12,4,9,1,714.1220848
1481,453.119036,1,16168065,24,21,22,9,453.119106,-0.2,0.375,0.916666667,14,0.487179487,454.1263823,453,0.619298,454,0.2313794,453,0.8599996,450,0.6004195,454,0.2707659,453,0.8559795,453,0.9665151,10,5,6,8,10,4,8,1,712.1275641
1486,455.025522,1,8480193,21,11,12,12,455.025599,-0.2,0.571428571,0.571428571,16,0.666666667,456.0328758,455,0.523663,456,0.1383138,455,0.7653748,452,0.4921106,456,0.1778656,455,0.7613379,455,0.8723375,10,6,6,7,10,6,9,1,704.1377348
1492,455.061932,1,51037639,22,15,16,11,455.061985,-0.1,0.5,0.727272727,15,0.575757576,456.0692614,455,0.560008,456,0.1747077,455,0.801739,452,0.5282136,456,0.2142627,455,0.7977017,455,0.9087102,11,5,7,8,10,6,10,1,696.1326495
1493,455.077187,1,4552138,26,15,16,8,455.077241,-0.1,0.307692308,0.615384615,19,0.681818182,456.0845175,455,0.575247,456,0.1899674,455,0.8169861,452,0.5433512,456,0.2295237,455,0.8129487,455,0.923961,8,4,6,7,10,5,10,1,694.1533849
1497,455.098318,1,42870222,23,19,20,10,455.09837,-0.1,0.434782609,0.869565217,14,0.5,456.1056469,455,0.596353,456,0.2111016,455,0.8381031,452,0.5643166,456,0.2506598,455,0.8340655,455,0.9450829,10,7,5,8,10,5,8,1,678.1584703
1498,455.113506,1,2062800,27,19,20,7,455.113627,-0.3,0.259259259,0.740740741,18,0.617021277,456.120903,455,0.611592,456,0.2263613,455,0.8533503,452,0.5794542,456,0.2659207,455,0.8493126,455,0.9603337,4,6,5,3,12,2,5,1,672.1479056
1499,455.134733,1,4600276,24,23,24,9,455.134756,-0.1,0.375,1,13,0.435897436,456.1420324,455,0.632698,456,0.2474955,455,0.8744673,452,0.6004195,456,0.2870568,455,0.8704294,455,0.9814556,10,7,5,8,10,4,6,1,658.1169994
1504,457.041237,1,20936482,21,13,14,12,457.041249,0,0.571428571,0.666666667,15,0.6,458.0485259,457,0.537062,458,0.1544299,457,0.7798425,454,0.4921106,458,0.1941565,457,0.7757877,457,0.887278,11,6,7,7,11,5,9,1,654.1373409
1505,457.056405,1,5343013,25,13,14,9,457.056506,-0.2,0.36,0.56,19,0.707317073,458.063782,457,0.552301,458,0.1696895,457,0.7950897,454,0.5072482,458,0.2094175,457,0.7910348,457,0.9025288,8,5,8,9,9,5,10,1,654.0856993
1509,457.092833,1,8630059,26,17,18,8,457.092891,-0.1,0.307692308,0.692307692,18,0.636363636,458.1001676,457,0.588646,458,0.2060835,457,0.8314539,454,0.5433512,458,0.2458146,457,0.8273986,457,0.9389015,9,6,6,7,10,4,8,1,648.0751346
1510,457.114025,1,13342511,23,21,22,10,457.11402,0,0.434782609,0.956521739,13,0.444444444,458.1212969,457,0.609752,458,0.2272177,457,0.8525708,454,0.5643166,458,0.2669507,457,0.8485154,457,0.9600234,9,7,6,8,10,5,8,1,646.1169994
1511,457.129311,1,1694770,27,21,22,7,457.129277,0.1,0.259259259,0.814814815,17,0.574468085,458.1365531,457,0.624991,458,0.2424774,457,0.867818,454,0.5794542,458,0.2822117,457,0.8637625,457,0.9752742,5,7,3,3,12,2,5,1,644.152991
1516,459.020462,1,4050059,20,11,12,13,459.020514,-0.1,0.65,0.6,15,0.62962963,460.0277905,459,0.514117,460,0.1341521,459,0.7579461,456,0.4560076,460,0.1740504,459,0.7538738,459,0.8658458,10,6,5,6,10,5,7,1,642.1373409
1517,459.035608,1,4418190,24,11,12,10,459.03577,-0.4,0.416666667,0.5,19,0.736842105,460.0430466,459,0.529356,460,0.1494117,459,0.7731933,456,0.4711452,460,0.1893113,459,0.7691208,459,0.8810966,9,5,9,10,8,7,11,1,618.0645699
1519,459.056889,1,31377553,21,15,16,12,459.0569,0,0.571428571,0.761904762,14,0.533333333,460.064176,459,0.550462,460,0.170546,459,0.7943102,456,0.4921106,460,0.2104474,459,0.7902376,459,0.9022185,11,7,8,7,11,5,9,1,598.1111262
1521,459.072113,1,18540692,25,15,16,9,459.072156,-0.1,0.36,0.64,18,0.658536585,460.0794321,459,0.565701,460,0.1858056,459,0.8095574,456,0.5072482,460,0.2257084,459,0.8054847,459,0.9174693,10,5,7,9,10,5,9,1,592.1580764
1523,459.093274,1,27052184,22,19,20,11,459.093285,0,0.5,0.909090909,13,0.454545455,460.1005615,459,0.586806,460,0.2069399,459,0.8306744,456,0.5282136,460,0.2468445,459,0.8266014,459,0.9385912,10,6,6,8,11,5,8,1,586.1475117
1524,459.108515,1,10559643,26,19,20,8,459.108541,-0.1,0.307692308,0.769230769,17,0.590909091,460.1158176,459,0.602046,460,0.2221996,459,0.8459216,456,0.5433512,460,0.2621055,459,0.8418485,459,0.953842,9,7,5,7,13,5,8,1,584.0590906
1525,459.129691,1,3234975,23,23,24,10,459.129671,0,0.434782609,1.043478261,12,0.388888889,460.136947,459,0.623151,460,0.2433338,459,0.8670386,456,0.5643166,460,0.2832416,459,0.8629653,459,0.9749639,11,6,5,8,9,5,8,1,570.079826
1533,461.036141,1,10230279,20,13,14,13,461.036164,-0.1,0.65,0.7,14,0.555555556,462.0434405,461,0.527516,462,0.1502682,461,0.7724138,458,0.4560076,462,0.1903413,461,0.7683236,461,0.8807863,9,6,6,6,11,5,7,1,568.1580764
1536,461.051391,1,18401802,24,13,14,10,461.05142,-0.1,0.416666667,0.583333333,18,0.684210526,462.0586967,461,0.542755,462,0.1655278,461,0.787661,458,0.4711452,462,0.2056023,461,0.7835707,461,0.8960371,10,5,8,10,9,6,10,1,560.1166055
1538,461.072519,1,25651727,21,17,18,12,461.07255,-0.1,0.571428571,0.857142857,13,0.466666667,462.079826,461,0.563861,462,0.1866621,461,0.8087779,458,0.4921106,462,0.2267383,461,0.8046875,461,0.917159,9,6,7,7,11,6,9,1,558.1373409
1539,461.087765,1,34220561,25,17,18,9,461.087806,-0.1,0.36,0.72,17,0.609756098,462.0950822,461,0.5791,462,0.2019217,461,0.8240251,458,0.5072482,462,0.2419993,461,0.8199345,461,0.9324098,10,7,7,9,12,4,10,1,540.0692614
1540,461.108889,1,8333845,22,21,22,11,461.108935,-0.1,0.5,1,12,0.393939394,462.1162115,461,0.600206,462,0.223056,461,0.8451421,458,0.5282136,462,0.2631354,461,0.8410513,461,0.9535317,10,6,5,8,10,6,8,1,534.0434405
1541,461.124146,1,7766552,26,21,22,8,461.124191,-0.1,0.307692308,0.846153846,16,0.545454545,462.1314677,461,0.615445,462,0.2383157,461,0.8603893,458,0.5433512,462,0.2783964,461,0.8562984,461,0.9687825,10,7,4,7,12,4,6,1,518.0696553
1547,463.030636,1,7420812,23,11,12,11,463.030685,-0.1,0.47826087,0.52173913,18,0.714285714,464.0379612,463,0.51981,464,0.14525,463,0.7657645,460,0.4350422,464,0.1854961,463,0.7616567,463,0.8746049,10,5,8,7,7,6,10,1,516.1420324
1549,463.051763,1,14166929,20,15,16,13,463.051814,-0.1,0.65,0.8,13,0.481481481,464.0590906,463,0.540915,464,0.1663843,463,0.7868815,460,0.4560076,464,0.2066322,463,0.7827735,463,0.8957268,9,5,7,6,11,5,9,1,514.1475117
1551,463.067032,1,44100500,24,15,16,10,463.06707,-0.1,0.416666667,0.666666667,17,0.631578947,464.0743467,463,0.556155,464,0.1816439,463,0.8021287,460,0.4711452,464,0.2218932,463,0.7980206,463,0.9109776,11,6,9,10,12,6,10,1,512.1107322
1553,463.088199,1,13097880,21,19,20,12,463.0882,0,0.571428571,0.952380952,12,0.4,464.0954761,463,0.57726,464,0.2027782,463,0.8232457,460,0.4921106,464,0.2430293,463,0.8191374,463,0.9320995,10,5,6,7,12,5,8,1,498.0950822
1554,463.103441,1,32410523,25,19,20,9,463.103456,0,0.36,0.8,16,0.56097561,464.1107322,463,0.592499,464,0.2180378,463,0.8384929,460,0.5072482,464,0.2582902,463,0.8343844,463,0.9473503,10,6,6,9,13,5,8,1,490.1111262
1556,463.13981,1,3165602,26,23,24,8,463.139841,-0.1,0.307692308,0.923076923,15,0.5,464.1471177,463,0.628844,464,0.2544318,463,0.874857,460,0.5433512,464,0.2946873,463,0.8707482,463,0.9837229,8,7,4,7,11,4,5,1,472.0430466
1562,465.009937,1,1489177,22,9,10,12,465.009949,0,0.545454545,0.454545455,18,0.75,466.0172258,465,0.496864,466,0.1249722,465,0.7438681,462,0.3989392,466,0.1653899,465,0.7397428,465,0.8531727,10,4,5,8,5,5,8,1,460.0430466
1564,465.031021,1,2991389,19,13,14,14,465.031079,-0.1,0.736842105,0.736842105,13,0.5,466.0383552,465,0.51797,466,0.1461064,465,0.7649851,462,0.4199046,466,0.186526,465,0.7608595,465,0.8742946,8,5,5,5,10,4,7,1,454.1263823
1568,465.046283,1,24341792,23,13,14,11,465.046335,-0.1,0.47826087,0.608695652,17,0.657142857,466.0536113,465,0.533209,466,0.1613661,465,0.7802322,462,0.4350422,466,0.201787,465,0.7761066,465,0.8895453,11,6,7,7,10,6,11,1,448.0430466
1570,465.06747,1,11380005,20,17,18,13,465.067464,0,0.65,0.9,12,0.407407407,466.0747407,465,0.554315,466,0.1825003,465,0.8013492,462,0.4560076,466,0.2229231,465,0.7972234,465,0.9106673,9,6,7,6,10,5,9,1,436.064176
1571,465.08267,1,55872808,24,17,18,10,465.08272,-0.1,0.416666667,0.75,16,0.578947368,466.0899968,465,0.569554,466,0.19776,465,0.8165964,462,0.4711452,466,0.2381841,465,0.8124704,465,0.925918,10,5,8,10,12,6,9,1,434.0485259
1572,465.103856,1,4278572,21,21,22,12,465.10385,0,0.571428571,1.047619048,11,0.333333333,466.1111262,465,0.59066,466,0.2188943,465,0.8377134,462,0.4921106,466,0.2593202,465,0.8335872,465,0.94704,8,5,4,7,10,5,8,1,432.048132
1573,465.119049,1,17878319,25,21,22,9,465.119106,-0.1,0.36,0.88,15,0.512195122,466.1263823,465,0.605899,466,0.2341539,465,0.8529606,462,0.5072482,466,0.2745812,465,0.8488343,465,0.9622907,8,7,5,9,12,5,8,1,430.0688674
1579,467.025595,1,7153334,22,11,12,12,467.025599,0,0.545454545,0.545454545,17,0.6875,468.0328758,467,0.510264,468,0.1410883,467,0.7583358,464,0.3989392,468,0.1816808,467,0.7541926,467,0.8681131,10,5,6,8,8,6,9,1,426.0223112
1582,467.046699,1,4564667,19,15,16,14,467.046729,-0.1,0.736842105,0.842105263,12,0.416666667,468.0540052,467,0.531369,468,0.1622225,467,0.7794528,464,0.4199046,468,0.2028169,467,0.7753094,467,0.8892351,8,5,6,5,11,4,8,1,422.0273965
1583,467.061951,1,46108350,23,15,16,11,467.061985,-0.1,0.47826087,0.695652174,16,0.6,468.0692614,467,0.546608,468,0.1774822,467,0.7947,464,0.4350422,468,0.2180779,467,0.7905565,467,0.9044858,11,6,8,7,11,6,10,1,406.0536113
1585,467.07725,1,2061505,27,15,16,8,467.077241,0,0.296296296,0.592592593,20,0.695652174,468.0845175,467,0.561847,468,0.1927419,467,0.8099471,464,0.4501799,468,0.2333389,467,0.8058035,467,0.9197366,6,4,8,6,10,5,8,1,404.1107322
