Index,m/z,stddev,PeakHeight,C,H,Neutral H,O,m/z2,stddev2,O/C,H/C,DBE,AI mod,Neutral Mass,KM(CH2),KMD(CH2),KM(COO),KMD(COO),KM(H2O),KMD(H2O),KM(H2),KMD(H2),KM(O),KMD(O),KM(C2H4O),KMD(C2H4O),KM(OCH2),KMD(OCH2),KMD(CH2),KMD(COO),KMD(H2O),KMD(H2),KMD(O),KMD(C2H4O),KMD(OCH2),see comment,Neutral Mass
2012,523.10939,1,2335487,23,23,24,14,523.109329,0.1,0.608695652,1.043478261,12,0.3125,524.1166055,523,0.531369,524,0.2377848,523,0.8091677,520,0.0472193,524,0.2832416,523,0.804528,523,0.9320995,8,4,8,7,9,5,8,0,
2016,525.009911,1,1123464,27,9,10,12,525.009949,-0.1,0.444444444,0.37037037,23,0.80952381,526.0172258,525,0.429867,526,0.1388446,525,0.7086731,521,0.9330827,526,0.1844662,525,0.7040167,525,0.8320507,9,2,7,10,6,7,7,0,
2019,525.04611,1,2673546,28,13,14,11,525.046335,-0.4,0.392857143,0.5,22,0.733333333,526.0536113,525,0.466212,526,0.1752385,525,0.7450373,521,0.9691857,526,0.2208632,525,0.7403805,525,0.8684234,9,3,9,10,6,6,12,0,
2021,525.05232,1,1900427,21,17,18,16,525.052208,0.2,0.761904762,0.857142857,13,0.384615385,526.0594845,525,0.472079,526,0.1811131,525,0.7509071,521,0.9750133,526,0.2267383,525,0.7462502,525,0.8742946,4,6,5,3,11,3,7,0,
2027,525.088593,1,2329997,22,21,22,15,525.088594,0,0.681818182,1,12,0.310344828,526.09587,525,0.508424,526,0.217507,525,0.7872712,522,0.0111163,526,0.2631354,525,0.7826141,525,0.9106673,5,4,8,5,10,4,9,0,
2035,527.025553,1,1429502,27,11,12,12,527.025599,-0.1,0.444444444,0.444444444,22,0.761904762,528.0328758,527,0.443267,528,0.1549607,527,0.7231408,523,0.9330827,528,0.2007571,527,0.7184665,527,0.8469912,9,3,8,10,5,6,10,0,
2041,527.06804,1,1581056,21,19,20,16,527.067858,0.3,0.761904762,0.952380952,12,0.307692308,528.0751346,527,0.485478,528,0.1972292,527,0.7653748,523,0.9750133,528,0.2430293,527,0.7607001,527,0.8892351,1,5,6,3,12,3,8,0,
2046,527.155775,1,985604,27,27,28,11,527.155885,-0.2,0.407407407,1.037037037,14,0.395348837,528.1631617,527,0.573407,528,0.2852767,527,0.8533503,524,0.0623570,528,0.3310844,527,0.8486748,527,0.9772312,9,5,5,10,3,5,7,0,
2064,531.020361,1,1686160,26,11,12,13,531.020514,-0.3,0.5,0.461538462,21,0.743589744,532.0277905,531,0.433721,532,0.150799,531,0.7157121,527,0.8969797,532,0.1969418,531,0.7110024,531,0.8404995,10,3,6,8,6,6,11,0,
2076,533.015345,1,2360496,29,9,10,11,533.015035,0.6,0.379310345,0.344827586,25,0.829787234,534.0223112,533,0.426014,534,0.1457808,533,0.7090629,529,0.8760143,534,0.1920967,533,0.7043355,533,0.834318,4,2,8,10,4,7,9,0,
2080,533.051598,1,1505457,30,13,14,10,533.05142,0.3,0.333333333,0.466666667,24,0.76,534.0586967,533,0.462359,534,0.1821747,533,0.745427,529,0.9121173,534,0.2284937,533,0.7406994,533,0.8706907,4,2,8,9,4,5,13,0,
2082,533.066456,1,1222833,34,13,14,7,533.066676,-0.4,0.205882353,0.411764706,28,0.803278689,534.0739528,533,0.477598,534,0.1974344,533,0.7606742,529,0.9272550,534,0.2437547,533,0.7559464,533,0.8859415,1,1,8,1,4,1,2,0,
2087,533.129931,1,2542769,25,25,26,13,533.130064,-0.3,0.52,1.04,13,0.351351351,534.1373409,533,0.540915,534,0.2608372,533,0.8240251,529,0.9901510,534,0.307163,533,0.8192968,533,0.9493073,9,4,7,8,7,6,8,0,
2091,535.015328,1,1459894,25,11,12,14,535.015429,-0.2,0.56,0.48,20,0.722222222,536.0227051,535,0.424174,536,0.1466372,535,0.7082834,531,0.8608767,536,0.1931266,535,0.7035384,535,0.8340078,10,5,5,8,7,6,6,0,
2092,535.031052,1,2067638,29,11,12,11,535.030685,0.7,0.379310345,0.413793103,24,0.787234043,536.0379612,535,0.439414,536,0.1618969,535,0.7235306,531,0.8760143,536,0.2083876,535,0.7187854,535,0.8492585,5,1,8,10,6,6,11,0,
2093,535.036694,1,1394614,22,15,16,16,535.036558,0.3,0.727272727,0.727272727,15,0.5,536.0438345,535,0.44528,536,0.1677715,535,0.7294004,531,0.8818420,536,0.2142627,535,0.7246551,535,0.8551297,7,6,3,3,10,2,6,0,
2106,537.010353,1,1073316,28,9,10,12,537.009949,0.8,0.428571429,0.357142857,24,0.818181818,538.0172258,537,0.416468,538,0.1416191,537,0.7016341,533,0.8399113,538,0.1882814,537,0.6968714,537,0.8278263,9,3,7,10,5,6,9,0,
2109,537.046528,1,1721507,29,13,14,11,537.046335,0.4,0.379310345,0.482758621,23,0.744680851,538.0536113,537,0.452813,538,0.178013,537,0.7379983,533,0.8760143,538,0.2246785,537,0.7332353,537,0.864199,8,2,9,10,3,6,12,0,
2110,537.052181,1,2521251,22,17,18,16,537.052208,-0.1,0.727272727,0.818181818,14,0.428571429,538.0594845,537,0.45868,538,0.1838876,537,0.7438681,533,0.8818420,538,0.2305536,537,0.739105,537,0.8700702,5,6,5,3,11,2,7,0,
2113,537.088499,1,4392099,23,21,22,15,537.088594,-0.2,0.652173913,0.956521739,13,0.35483871,538.09587,537,0.495024,538,0.2202815,537,0.7802322,533,0.9179450,538,0.2669507,537,0.7754689,537,0.9064429,7,5,7,6,10,4,10,0,
2117,537.124918,1,1166754,24,25,26,14,537.124979,-0.1,0.583333333,1.083333333,12,0.294117647,538.1322555,537,0.531369,538,0.2566754,537,0.8165964,533,0.9540480,538,0.3033477,537,0.8118327,537,0.9428156,8,1,8,8,5,6,10,0,
2123,539.02585,1,1344377,28,11,12,12,539.025599,0.5,0.428571429,0.428571429,23,0.772727273,540.0328758,539,0.429867,540,0.1577352,539,0.7161018,535,0.8399113,540,0.2045723,539,0.7113213,539,0.8427668,9,2,8,10,3,6,11,0,
2128,539.068097,1,2527352,22,19,20,16,539.067858,0.4,0.727272727,0.909090909,13,0.357142857,540.0751346,539,0.472079,540,0.2000037,539,0.7583358,535,0.8818420,540,0.2468445,539,0.7535549,539,0.8850107,4,5,6,3,11,3,8,0,
2131,539.104033,1,1310839,23,23,24,15,539.104244,-0.4,0.652173913,1.043478261,12,0.290322581,540.1115201,539,0.508424,540,0.2363976,539,0.7947,535,0.9179450,540,0.2832416,539,0.7899187,539,0.9213834,5,2,8,6,9,5,9,0,
2150,543.020283,1,961379,27,11,12,13,543.020514,-0.4,0.481481481,0.444444444,22,0.756097561,544.0277905,543,0.420321,544,0.1535734,543,0.7086731,539,0.8038083,544,0.2007571,543,0.7038572,543,0.8362751,10,4,7,8,5,6,8,0,
2161,543.150557,1,1214173,27,27,28,12,543.1508,-0.4,0.444444444,1.037037037,14,0.380952381,544.1580764,543,0.550462,544,0.2838895,543,0.8388826,539,0.9330827,544,0.3310844,543,0.8340655,543,0.9665151,11,4,6,10,3,5,8,0,
2166,545.051582,1,1491320,31,13,14,10,545.05142,0.3,0.322580645,0.451612903,25,0.769230769,546.0586967,545,0.44896,546,0.1849492,545,0.738388,541,0.8189460,546,0.232309,545,0.7335541,545,0.8664664,3,2,9,8,5,5,9,0,
2180,547.01523,1,1195007,26,11,12,14,547.015429,-0.4,0.538461538,0.461538462,21,0.736842105,548.0227051,547,0.410775,548,0.1494117,547,0.7012444,543,0.7677053,548,0.1969418,547,0.6963931,547,0.8297834,10,5,5,7,6,6,7,0,
2181,547.031066,1,2083070,30,11,12,11,547.030685,0.7,0.366666667,0.4,25,0.795918367,548.0379612,547,0.426014,548,0.1646714,547,0.7164916,543,0.7828430,548,0.2122028,547,0.7116402,547,0.8450342,4,2,9,10,4,6,10,0,
2183,547.045821,1,1354493,34,11,12,8,547.045941,-0.2,0.235294118,0.352941176,29,0.833333333,548.0532174,547,0.441253,548,0.179931,547,0.7317388,543,0.7979807,548,0.2274638,547,0.7268872,547,0.8602849,1,2,6,1,2,1,1,0,
2186,547.066817,1,1143547,31,15,16,10,547.06707,-0.5,0.322580645,0.516129032,24,0.730769231,548.0743467,547,0.462359,548,0.2010653,547,0.7528557,543,0.8189460,548,0.2485999,547,0.748004,547,0.8814068,4,2,8,8,6,3,8,0,
2195,549.010421,1,1559154,29,9,10,12,549.009949,0.9,0.413793103,0.344827586,25,0.826086957,550.0172258,549,0.403069,550,0.1443936,549,0.6945951,545,0.7467400,550,0.1920967,549,0.6897262,549,0.8236019,5,3,7,9,4,5,6,0,
2198,549.046558,1,1601903,30,13,14,11,549.046335,0.4,0.366666667,0.466666667,24,0.755102041,550.0536113,549,0.439414,550,0.1807875,549,0.7309593,545,0.7828430,550,0.2284937,549,0.7260901,549,0.8599746,5,1,10,10,4,6,12,0,
2206,549.119211,1,1080938,32,21,22,9,549.119106,0.2,0.28125,0.6875,22,0.636363636,550.1263823,549,0.512103,550,0.2535753,549,0.8036876,545,0.8550490,550,0.3012879,549,0.7988177,549,0.93272,4,5,5,1,11,1,6,0,
2207,549.124765,1,1839721,25,25,26,14,549.124979,-0.4,0.56,1.04,13,0.333333333,550.1322555,549,0.51797,550,0.2594499,549,0.8095574,545,0.8608767,550,0.307163,549,0.8046875,549,0.9385912,8,3,7,8,7,6,8,0,
2216,551.025625,1,1403348,29,11,12,12,551.025599,0,0.413793103,0.413793103,24,0.782608696,552.0328758,551,0.416468,552,0.1605097,551,0.7090629,547,0.7467400,552,0.2083876,551,0.7041761,551,0.8385424,9,2,8,9,6,6,11,0,
2222,551.104272,1,3154381,24,23,24,15,551.104244,0.1,0.625,1,13,0.333333333,552.1115201,551,0.495024,552,0.2391721,551,0.787661,547,0.8247737,552,0.2870568,551,0.7827735,551,0.917159,7,4,8,6,10,5,9,0,
2229,551.27456,1,1302975,43,35,36,0,551.274425,0.2,0,0.837209302,26,0.604651163,552.2817012,551,0.665015,552,0.4093925,551,0.9577422,547,0.9936334,552,0.457292,551,0.9528532,552,0.0872801,1,1,1,1,1,1,1,0,
2306,553.083714,1,2235682,23,21,22,16,553.083508,0.4,0.695652174,0.956521739,13,0.333333333,554.0907847,553,0.472079,554,0.2188943,553,0.7657645,549,0.7886707,554,0.2669507,553,0.7608595,553,0.8957268,4,5,8,3,10,4,9,0,
2340,559.030989,1,1514967,31,11,12,11,559.030685,0.5,0.35483871,0.387096774,26,0.803921569,560.0379612,559,0.412615,560,0.1674459,559,0.7094526,555,0.6896717,560,0.2160181,559,0.704495,559,0.8408098,3,1,9,9,5,4,11,0,
2346,559.082375,1,1396433,36,15,16,7,559.082326,0.1,0.194444444,0.444444444,29,0.784615385,560.0896029,559,0.464199,560,0.2190994,559,0.7610639,555,0.7409124,560,0.2676761,559,0.7561059,559,0.8924332,1,2,5,1,1,2,1,0,
2352,559.16094,1,1327817,31,27,28,10,559.160971,-0.1,0.322580645,0.903225806,18,0.5,560.1682471,559,0.542755,560,0.2977619,559,0.8396621,555,0.8189460,560,0.3463454,559,0.8347033,559,0.9710498,10,6,2,8,10,4,3,0,
2356,561.046535,1,1733626,31,13,14,11,561.046335,0.4,0.35483871,0.451612903,25,0.764705882,562.0536113,561,0.426014,562,0.183562,561,0.7239203,557,0.6896717,562,0.232309,561,0.7189448,561,0.8557503,4,1,9,9,5,5,12,0,
2366,563.026001,1,1390873,30,11,12,12,563.025599,0.7,0.4,0.4,25,0.791666667,564.0328758,563,0.403069,564,0.1632841,563,0.7020239,559,0.6535687,564,0.2122028,563,0.6970309,563,0.834318,5,2,9,9,4,5,9,0,
2368,563.061848,1,1371925,31,15,16,11,563.061985,-0.2,0.35483871,0.516129032,24,0.725490196,564.0692614,563,0.439414,564,0.1996781,563,0.738388,559,0.6896717,564,0.2485999,563,0.7333947,563,0.8706907,5,1,9,9,6,5,13,0,
2403,565.041601,1,1243436,30,13,14,12,565.041249,0.6,0.4,0.466666667,24,0.75,566.0485259,565,0.416468,566,0.1794002,565,0.7164916,561,0.6535687,566,0.2284937,565,0.7114807,565,0.8492585,9,2,9,9,4,7,11,0,
2404,565.046799,1,1143468,23,17,18,17,565.047123,-0.6,0.739130435,0.782608696,15,0.448275862,566.0543992,565,0.422335,566,0.1852748,565,0.7223614,561,0.6593964,566,0.2343688,565,0.7173505,565,0.8551297,5,7,4,2,11,1,6,0,
2408,565.083374,1,3099687,24,21,22,16,565.083508,-0.2,0.666666667,0.916666667,14,0.375,566.0907847,565,0.45868,566,0.2216688,565,0.7587255,561,0.6954993,566,0.2707659,565,0.7537143,565,0.8915024,5,5,8,5,10,4,9,0,
2411,565.119779,1,1161507,25,25,26,15,565.119894,-0.2,0.6,1.04,13,0.314285714,566.1271702,565,0.495024,566,0.2580627,565,0.7950897,561,0.7316023,566,0.307163,565,0.7900782,565,0.9278751,7,2,8,7,7,6,9,0,
2414,567.020853,1,939582,29,11,12,13,567.020514,0.6,0.448275862,0.413793103,24,0.777777778,568.0277905,567,0.393522,568,0.1591224,567,0.6945951,563,0.6174657,568,0.2083876,567,0.6895668,567,0.8278263,8,3,7,9,6,6,9,0,
2417,567.063039,1,1354041,23,19,20,17,567.062773,0.5,0.739130435,0.869565217,14,0.379310345,568.0700492,567,0.435734,568,0.2013909,567,0.7368291,563,0.6593964,568,0.2506598,567,0.7318004,567,0.8700702,1,6,6,2,10,2,7,0,
2418,567.071902,1,1072440,34,15,16,9,567.072156,-0.4,0.264705882,0.470588235,27,0.762711864,568.0794321,567,0.445106,568,0.210776,567,0.7462065,563,0.6687064,568,0.2600456,567,0.7411777,567,0.8794498,1,2,7,1,2,1,3,0,
2422,567.098784,1,1279156,24,23,24,16,567.099158,-0.7,0.666666667,1,13,0.3125,568.1064347,567,0.472079,568,0.2377848,567,0.7731933,563,0.6954993,568,0.2870568,567,0.7681642,567,0.9064429,4,4,9,5,10,4,10,0,
2428,569.03596,1,1356870,29,13,14,13,569.036164,-0.4,0.448275862,0.482758621,23,0.733333333,570.0434405,569,0.406922,570,0.1752385,569,0.7090629,565,0.6174657,570,0.2246785,569,0.7040167,569,0.8427668,9,3,8,9,3,7,11,0,
2450,571.145616,1,1649471,28,27,28,13,571.145715,-0.2,0.464285714,1,15,0.395348837,572.152991,571,0.514117,572,0.2852767,571,0.8173759,567,0.7106370,572,0.3348996,571,0.812311,571,0.9515746,10,5,6,8,6,5,8,0,
2452,573.030954,1,1428049,28,13,14,14,573.031079,-0.2,0.5,0.5,22,0.714285714,574.0383552,573,0.397376,574,0.1710768,573,0.7016341,569,0.5813627,574,0.2208632,573,0.6965526,573,0.8362751,10,4,7,8,6,5,8,0,
2463,575.025823,1,1222997,31,11,12,12,575.025599,0.4,0.387096774,0.387096774,26,0.8,576.0328758,575,0.389669,576,0.1660586,575,0.6949849,571,0.5603974,576,0.2160181,575,0.6898857,575,0.8300937,3,2,7,9,5,5,8,0,
2464,575.031259,1,958805,24,15,16,17,575.031473,-0.4,0.708333333,0.666666667,17,0.548387097,576.0387491,575,0.395536,576,0.1719332,575,0.7008547,571,0.5662250,576,0.2218932,575,0.6957554,575,0.8359648,8,7,1,3,12,3,1,0,
2467,575.062262,1,1016401,32,15,16,11,575.061985,0.5,0.34375,0.5,25,0.735849057,576.0692614,575,0.426014,576,0.2024525,575,0.731349,571,0.5965004,576,0.2524151,575,0.7262495,575,0.8664664,4,2,7,8,3,4,9,0,
2472,575.140424,1,1148231,27,27,28,14,575.140629,-0.4,0.518518519,1.037037037,14,0.35,576.1479056,575,0.504571,576,0.281115,575,0.8099471,571,0.6745340,576,0.3310844,575,0.8048469,575,0.9450829,9,2,8,8,3,6,8,0,
2474,577.025759,1,1014872,27,13,14,15,577.025993,-0.4,0.555555556,0.518518519,21,0.692307692,578.0332698,577,0.38783,578,0.1669151,577,0.6942054,573,0.5452597,578,0.217048,577,0.6890885,577,0.8297834,10,6,4,7,7,5,7,0,
2475,577.041205,1,1222230,31,13,14,12,577.041249,-0.1,0.387096774,0.451612903,25,0.76,578.0485259,577,0.403069,578,0.1821747,577,0.7094526,573,0.5603974,578,0.232309,577,0.7043355,577,0.8450342,5,2,9,9,5,7,10,0,
2476,577.047162,1,1322582,24,17,18,17,577.047123,0.1,0.708333333,0.75,16,0.483870968,578.0543992,577,0.408935,578,0.1880493,577,0.7153224,573,0.5662250,578,0.2381841,577,0.7102053,577,0.8509053,6,6,4,3,12,2,5,0,
2481,577.11993,1,2574413,26,25,26,15,577.119894,0.1,0.576923077,1,14,0.351351351,578.1271702,577,0.481625,578,0.2608372,577,0.7880507,573,0.6384310,578,0.3109782,577,0.7829329,577,0.9236507,7,4,7,7,9,5,9,0,
2486,579.056675,1,1166937,31,15,16,12,579.0569,-0.4,0.387096774,0.516129032,24,0.72,580.064176,579,0.416468,580,0.1982908,579,0.7239203,575,0.5603974,580,0.2485999,579,0.7187854,579,0.8599746,9,1,9,9,6,6,12,0,
2487,579.062886,1,1399640,24,19,20,17,579.062773,0.2,0.708333333,0.833333333,15,0.419354839,580.0700492,579,0.422335,580,0.2041654,579,0.7297901,575,0.5662250,580,0.254475,579,0.7246551,579,0.8658458,5,6,6,3,11,2,7,0,
2490,579.099186,1,2057556,25,23,24,16,579.099158,0,0.64,0.96,14,0.352941176,580.1064347,579,0.45868,580,0.2405593,579,0.7661543,575,0.6023280,580,0.2908721,579,0.761019,579,0.9022185,5,4,8,5,10,5,9,0,
2492,579.129854,1,1556304,33,23,24,10,579.129671,0.3,0.303030303,0.727272727,22,0.607142857,580.136947,579,0.489158,580,0.2710787,579,0.7966486,575,0.6326034,580,0.321394,579,0.7915131,579,0.93272,9,5,6,2,11,1,6,0,
2495,581.036311,1,1042275,30,13,14,13,581.036164,0.3,0.433333333,0.466666667,24,0.744680851,582.0434405,581,0.393522,582,0.178013,581,0.7020239,577,0.5242944,582,0.2284937,581,0.6968714,581,0.8385424,8,2,9,9,4,6,11,0,
2524,587.026157,1,1206421,32,11,12,12,587.025599,0.9,0.375,0.375,27,0.807692308,588.0328758,587,0.37627,588,0.1688331,587,0.6879459,583,0.4672261,588,0.2198333,587,0.6827404,587,0.8258693,3,2,6,9,5,3,7,0,
2533,587.140664,1,1708936,28,27,28,14,587.140629,0.1,0.5,1,15,0.380952381,588.1479056,587,0.491171,588,0.2838895,587,0.8029082,583,0.5813627,588,0.3348996,587,0.7977017,587,0.9408585,9,4,6,8,6,6,7,0,
2535,589.025942,1,1080499,28,13,14,15,589.025993,-0.1,0.535714286,0.5,22,0.707317073,590.0332698,589,0.37443,590,0.1696895,589,0.6871664,585,0.4520884,590,0.2208632,589,0.6819433,589,0.825559,10,5,4,8,6,5,6,0,
2536,589.041367,1,1332913,32,13,14,12,589.041249,0.2,0.375,0.4375,26,0.769230769,590.0485259,589,0.389669,590,0.1849492,589,0.7024136,585,0.4672261,590,0.2361242,589,0.6971903,589,0.8408098,3,2,8,9,2,5,11,0,
2537,589.046987,1,1607344,25,17,18,17,589.047123,-0.2,0.68,0.72,17,0.515151515,590.0543992,589,0.395536,590,0.1908238,589,0.7082834,585,0.4730537,590,0.2419993,589,0.70306,589,0.8466809,8,7,5,3,12,2,6,0,
2543,589.119713,1,2975400,27,25,26,15,589.119894,-0.3,0.555555556,0.962962963,15,0.384615385,590.1271702,589,0.468226,590,0.2636116,589,0.7810117,585,0.5452597,590,0.3147935,589,0.7757877,589,0.9194263,8,4,7,7,9,5,9,0,
2549,591.05668,1,1062102,32,15,16,12,591.0569,-0.4,0.375,0.5,25,0.730769231,592.064176,591,0.403069,592,0.2010653,591,0.7168813,587,0.4672261,592,0.2524151,591,0.7116402,591,0.8557503,5,2,9,9,3,6,12,0,
2558,593.072479,1,1705221,32,17,18,12,593.07255,-0.1,0.375,0.5625,24,0.692307692,594.079826,593,0.416468,594,0.2171814,593,0.731349,589,0.4672261,594,0.2687061,593,0.7260901,593,0.8706907,9,2,7,9,6,6,13,0,
2559,593.078228,1,2227461,25,21,22,17,593.078423,-0.3,0.68,0.88,15,0.393939394,594.0856993,593,0.422335,594,0.223056,593,0.7372188,589,0.4730537,594,0.2745812,593,0.7319598,593,0.8765619,5,6,7,3,12,3,8,0,
2562,593.115054,1,1544705,26,25,26,16,593.114808,0.4,0.615384615,1,14,0.333333333,594.1220848,593,0.45868,594,0.2594499,593,0.773583,589,0.5091567,594,0.3109782,593,0.7683236,593,0.9129346,5,3,9,6,9,5,10,0,
2565,595.051681,1,1596995,31,15,16,13,595.051814,-0.2,0.419354839,0.516129032,24,0.714285714,596.0590906,595,0.393522,596,0.1969036,595,0.7094526,591,0.4311231,596,0.2485999,595,0.7041761,595,0.8492585,8,2,9,8,6,6,11,0,
2580,597.161954,1,932738,30,29,30,13,597.161365,1,0.433333333,1,16,0.404255319,598.168641,597,0.500717,598,0.3069418,597,0.8177656,593,0.5242944,598,0.358821,597,0.8124704,597,0.9580664,10,4,7,9,1,6,9,0,
2582,599.026022,1,1006564,33,11,12,12,599.025599,0.7,0.363636364,0.363636364,28,0.814814815,600.0328758,599,0.362871,600,0.1716076,599,0.6809069,595,0.3740548,600,0.2236486,599,0.6755952,599,0.8216449,2,3,8,9,4,2,6,0,
2591,601.041532,1,1269832,33,13,14,12,601.041249,0.5,0.363636364,0.424242424,27,0.777777778,602.0485259,601,0.37627,602,0.1877237,601,0.6953746,597,0.3740548,602,0.2399395,601,0.6900451,601,0.8365854,3,2,9,9,3,2,7,0,
2592,601.047077,1,1663559,26,17,18,17,601.047123,-0.1,0.653846154,0.692307692,18,0.542857143,602.0543992,601,0.382137,602,0.1935983,601,0.7012444,597,0.3798824,602,0.2458146,601,0.6959148,601,0.8424565,7,7,5,4,10,3,5,0,
2601,603.057418,1,1089977,33,15,16,12,603.0569,0.9,0.363636364,0.484848485,26,0.740740741,604.064176,603,0.389669,604,0.2038398,603,0.7098423,599,0.3740548,604,0.2562304,603,0.704495,603,0.8515259,3,1,8,9,4,4,9,0,
2607,603.135527,1,1318835,28,27,28,15,603.135544,0,0.535714286,1,15,0.365853659,604.1428202,603,0.468226,604,0.2825022,603,0.7884404,599,0.4520884,604,0.3348996,603,0.7830924,603,0.9301424,8,2,7,8,6,6,9,0,
2611,605.078487,1,2722103,26,21,22,17,605.078423,0.1,0.653846154,0.846153846,16,0.428571429,606.0856993,605,0.408935,606,0.2258305,605,0.7301798,601,0.3798824,606,0.2783964,605,0.7248146,605,0.8723375,6,6,7,4,12,3,9,0,
2613,605.108816,1,1181749,34,21,22,11,605.108935,-0.2,0.323529412,0.647058824,24,0.649122807,606.1162115,605,0.439414,606,0.2563498,605,0.7606742,601,0.4101578,606,0.3089184,605,0.7553087,605,0.9028391,5,5,8,4,9,3,7,0,
2618,607.036557,1,1689285,28,15,16,16,607.036558,0,0.571428571,0.571428571,21,0.65,608.0438345,607,0.364884,608,0.1844184,607,0.6871664,603,0.3228141,608,0.2371542,607,0.6817838,607,0.8297834,9,6,4,7,8,5,7,0,
2619,607.057797,1,1070276,25,19,20,18,607.057687,0.2,0.72,0.8,16,0.4375,608.0649638,607,0.38599,608,0.2055527,607,0.7082834,603,0.3437794,608,0.2582902,607,0.7029006,607,0.8509053,3,7,5,1,13,1,5,0,
2622,607.093911,1,1654978,26,23,24,17,607.094073,-0.3,0.653846154,0.923076923,15,0.371428571,608.1013493,607,0.422335,608,0.2419466,607,0.7446475,603,0.3798824,608,0.2946873,607,0.7392645,607,0.887278,5,5,7,4,11,4,9,0,
2628,609.067321,1,2216027,32,17,18,13,609.067464,-0.2,0.40625,0.5625,24,0.68627451,610.0747407,609,0.393522,610,0.2157942,609,0.7168813,605,0.3379518,610,0.2687061,609,0.7114807,609,0.8599746,8,4,9,7,6,7,12,0,
2633,609.160943,1,954199,31,29,30,13,609.161365,-0.7,0.419354839,0.967741935,17,0.428571429,610.168641,609,0.487318,610,0.3097163,609,0.8107266,605,0.4311231,610,0.3626363,609,0.8053252,609,0.953842,11,4,6,8,5,6,8,0,
2635,611.031211,1,1001216,27,15,16,17,611.031473,-0.4,0.62962963,0.592592593,20,0.621621622,612.0387491,611,0.355338,612,0.1802567,611,0.6797377,607,0.2867111,612,0.2333389,611,0.6743197,611,0.8232917,9,7,1,6,10,4,1,0,
2636,611.046751,1,1260543,31,15,16,14,611.046729,0,0.451612903,0.516129032,24,0.708333333,612.0540052,611,0.370577,612,0.1955163,611,0.6949849,607,0.3018488,612,0.2485999,611,0.6895668,611,0.8385424,8,3,7,8,6,6,11,0,
2645,613.041686,1,1018285,34,13,14,12,613.041249,0.7,0.352941176,0.411764706,28,0.785714286,614.0485259,613,0.362871,614,0.1904982,613,0.6883356,609,0.2808835,614,0.2437547,613,0.6828999,613,0.832361,2,2,7,7,4,1,5,0,
2655,615.05704,1,1316196,34,15,16,12,615.0569,0.2,0.352941176,0.470588235,27,0.75,616.064176,615,0.37627,616,0.2066143,615,0.7028033,611,0.2808835,616,0.2600456,615,0.6973497,615,0.8473015,3,2,7,7,2,4,7,0,
2663,617.036481,1,906534,33,13,14,13,617.036164,0.5,0.393939394,0.424242424,27,0.773584906,618.0434405,617,0.353324,618,0.1863364,617,0.6809069,613,0.2447805,618,0.2399395,617,0.6754358,617,0.8258693,1,2,8,9,3,4,7,0,
2669,617.166911,1,1032483,33,29,30,12,617.16645,0.7,0.363636364,0.909090909,19,0.481481481,618.1737264,617,0.483465,618,0.3166525,617,0.8111163,613,0.3740548,618,0.3702668,617,0.8056441,617,0.9561093,11,5,3,9,8,5,5,0,
2671,619.036684,1,1215473,29,15,16,16,619.036558,0.2,0.551724138,0.551724138,22,0.666666667,620.0438345,619,0.351485,620,0.1871929,619,0.6801274,615,0.2296428,620,0.2409694,619,0.6746386,619,0.825559,9,6,3,7,7,5,6,0,
2672,619.051437,1,1090544,33,15,16,13,619.051814,-0.6,0.393939394,0.484848485,26,0.735849057,620.0590906,619,0.366724,620,0.2024525,619,0.6953746,615,0.2447805,620,0.2562304,619,0.6898857,619,0.8408098,1,2,9,9,4,5,11,0,
2673,619.057948,1,960240,26,19,20,18,619.057687,0.4,0.692307692,0.769230769,17,0.470588235,620.0649638,619,0.37259,620,0.2083271,619,0.7012444,615,0.2506081,620,0.2621055,619,0.6957554,619,0.8466809,5,6,5,2,13,3,6,0,
2677,619.130359,1,1024750,28,27,28,16,619.130458,-0.2,0.571428571,1,15,0.35,620.1377348,619,0.44528,620,0.281115,619,0.7739727,615,0.3228141,620,0.3348996,619,0.7684831,619,0.9194263,7,2,7,7,6,6,9,0,
2681,621.073464,1,1342658,26,21,22,18,621.073337,0.2,0.692307692,0.846153846,16,0.411764706,622.0806139,621,0.38599,622,0.2244432,621,0.7157121,617,0.2506081,622,0.2783964,621,0.7102053,621,0.8616214,3,7,6,2,12,2,8,0,
2684,621.109958,1,1255874,27,25,26,17,621.109723,0.4,0.62962963,0.962962963,15,0.351351351,622.1169994,621,0.422335,622,0.2608372,621,0.7520763,617,0.2867111,622,0.3147935,621,0.7465691,621,0.8979941,5,4,9,6,9,5,10,0,
2689,623.025913,1,1149598,35,11,12,12,623.025599,0.5,0.342857143,0.342857143,30,0.827586207,624.0328758,623,0.336072,624,0.1771566,623,0.6668289,619,0.1877121,624,0.231279,623,0.6613048,623,0.8131961,1,2,7,5,1,1,1,0,
2700,625.119751,1,6472830,30,25,26,15,625.119894,-0.2,0.5,0.866666667,18,0.466666667,626.1271702,625,0.428028,626,0.2719351,625,0.7598947,621,0.2657458,626,0.3262392,625,0.7543521,625,0.9067532,9,6,6,7,11,6,10,0,
2701,625.135283,1,3198078,34,25,26,12,625.13515,0.2,0.352941176,0.764705882,22,0.571428571,626.1424263,625,0.443267,626,0.2871948,625,0.7751419,621,0.2808835,626,0.3415002,625,0.7695991,625,0.9220039,9,5,5,7,10,5,6,0,
